证券代码,证券名称,风险评分,风险项,风险项数量,风险详情
002433.SZ,*ST太安,5,短期负债风险;定期报告存疑;被频繁问询监管;交易所公开谴责;行政监管措施或处罚;公司被立案调查;控股股东高质押;股权冻结;股权被司法拍卖;审计无法表示或否定;*ST股票,11,"截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;ST太安：监事会对《董事会关于2022年度无法表示意见审计报告的专项说明》的意见;截止至2023-09-26，公司近一年内问询监管次数大于3次;于2023-01-11公布关于对广东太安堂药业股份有限公司及相关当事人给予纪律处分的决定TXT:http://reportdocs.static.szse.cn/UpFiles/cfwj/2023-01-13_002433101688.pdf;*ST太安：广东太安堂药业股份有限公司关于公司控股股东及公司收到中国证券监督管理委员会广东监管局《行政监管措施决定书》的公告TXT:http://static.cninfo.com.cn/finalpage/2023-07-19/1217322840.PDF;截止至20230915,广东太安堂药业股份有限公司(以下简称""公司"")于2023年9月15日收到中国证券监督管理委员会（以下简称""中国证监会""）下发的《立案告知书》（编号：证监立案字0062023023号），公司董事长、总经理柯少彬先生于同日收到中国证监会下发的《立案告知书》（编号：证监立案字0062023024号），因公司和柯少彬先生涉嫌信息披露违法违规，根据《中华人民共和国证券法》、《中华人民共和国行政处罚法》等法律法规，中国证券监督管理委员会决定对公司和柯少彬先生立案。;该公司存在控股股东质押比例超80%;2023-09-15,*ST太安：广东太安堂药业股份有限公司关于控股股东部分股份被轮候冻结和股东部分股份被司法再冻结的公告;*ST太安：广东太安堂药业股份有限公司关于控股股东被司法拍卖的股份完成过户暨被动减持的公告;（一）持续经营能力存在重大不确定性
1、如财务报表附注六、40所述，太安堂公司2022年度营业收入7.25亿元，较2021年度大幅下滑67.99%；又如财务报表附注六、22短期借款8.60亿元，附注六、29中包含一年内到期的长期应付款6,074.81万元，附注六、33长期应付款8.94亿元，太安堂公司的短期借款与长期应付款金额较大，占负债总额的64.00%，期末货币资金余额仅4,258.88万元（其中受限资金1,273.07万元），公司未来1年仍面临业绩继续下滑与巨额偿债风险。
2、如财务报表附注十四、4逾期付款偿债诉讼所述，太安堂子公司广东康爱多数字健康科技有限公司（以下简称“康爱多”）与其多家供应商发生偿债诉讼，截至2022年12月31日，康爱多共有122个案件尚未处置完毕，案件总标的额人民币33,310.80万元。由于子公司康爱多无力履约已生效判决，太安堂公司需要承担连带责任，导致部分银行账户被司法冻结。
上述事项或者情况表明，存在可能导致对太安堂公司持续经营能力产生重大疑虑的重大不确定性。
如财务报表附注“二、财务报表的编制基础2、持续经营”所述，公司管理层计划采取措施改善公司的经营状况和财务状况，但我们未能取得与评估持续经营能力相关的充分、适当的审计证据。因此，我们无法确定太安堂公司基于持续经营假设编制财务报表是否恰当。
（二）控股股东非经营性占用资金可收回性
如附注六、5所述，截至2022年12月31日控股股东太安堂集团有限公司非经营资金占用4.57亿元（其他应收款原值4.57亿元，计提坏账准备0.63亿元），截至审计报告出具日尚未全部归还。我们针对该款项执行了检查合同、银行流水单据，并实施了函证、访谈、分析等审计程序，但未能获取控股股东资金偿还计划及资金偿还能力等相关充分、适当的审计证据，无法判断上述非经营性资金占用的可收回性及减值计提的充分性。
（三）存货项目影响
如财务报表附注六、6所述，存货期末余额、期初余额分别包含太安堂公司子公司广东康爱多数字健康科技有限公司（以下简称“康爱多”）的库存商品4.97亿元、4.94亿元。由于我们未能对子公司康爱多期末存货与期初存货实施有效的监盘程序，我们无法就上述存货的相关认定获取充分、适当的审计证据，也无法确定是否有必要对这些金额进行调整。;"
002586.SZ,*ST围海,20,应收账款占收入比例过高;诉讼风险;股票频繁更名;定期报告存疑;公司被立案调查;审计无法表示或否定;*ST股票,7,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为241.14%;截止至2023-09-26，公司近三年内诉讼仲裁次数大于2次;截止目前，该公司历史更名次数达4次及以上;ST围海：监事会对《董事会对2022年度审计报告无法表示意见涉及事项的专项说明》的意见;截止至20230727,浙江省围海建设集团股份有限公司（以下简称“公司”）于2023年7月27日收到中国证券监督管理委员会（以下简称“中国证监会”）出具的《立案告知书》（证监立案字0222023005号），因公司涉嫌信息披露违法违规，根据《中华人民共和国证券法》、《中华人民共和国行政处罚法》等法律法规，中国证监会决定对公司立案。;1、围海股份公司子公司上海千年城市规划工程设计股份有限公司（以下简称“上海千年设计公司”）对内部各分公司采取承包分成经营模式（分成比例通常在50%-80%），各分公司以上海千年设计公司名义承接承做项目。2022年10月围海股份公司协调相关方开展上海千年设计公司总、分公司对账工作，通过对账各方提供的资料，我们发现上海千年设计公司2020年之前未按照权责发生制确认项目成本，可能导致以前年度成本和净资产确认不恰当。同时我们还发现，对账期间提供的资料与以前年度审计时上海千年设计公司管理层向会计师提供的资料出现重大不一致，且无合理解释。
截止审计报告日我们未能获取充分、适当的审计证据，无法判断以上事项对上海千年设计公司所涉期间损益、净资产的影响，无法确定是否有必要对相关财务报表金额及披露作出调整。
2、上海千年设计公司2022年度营业收入13,570.03万元、营业成本22,764.89万元，净利润-32,991.95万元，占围海股份公司净利润的42.05%。营业成本中薪酬9,543.59万元，外包成本、技术服务费合计9,745.64万元。我们对成本实施了检查合同条款、检查设计成果文件、函证、分析性复核等审计程序，但仍未能获取充分、适当的审计证据，以证实成本的真实性、完整性，无法确定是否有必要对相关财务报表金额及披露作出调整。
3、围海股份公司收购上海千年设计公司形成的商誉账面原值为70,080.50万元，累计计提商誉减值准备70,080.50万元，其中2022年度计提商誉减值准备24,466.92万元。围海股份公司于2022年根据仲裁裁定确认了收购上海千年设计公司剩余股权价值23,099.35万元计入其他非流动资产，围海股份公司于2022年对该股权投资进行了减值测试，计提其他非流动资产减值准备11,378.87万元。
我们对围海股份公司提供的商誉及其他非流动资产减值测试的相关资料执行了复核等必要的审计程序，但由于本报告前述事项1和2的影响，我们无法判断以上事项对商誉减值金额和其他非流动资产减值金额的影响，无法确定是否有必要对相关财务报表金额及披露作出调整。;"
600190.SH,锦州港,89,流动性风险;关联交易风险,2,截止至2023-06-30，流动比率小于1，速动比率小于0.5;业务单一且大量关联方交易(关联交易方占净利润34.82%)
300280.SZ,紫天科技,85,应收账款占收入比例过高;会计师事务所变动;被频繁问询监管,3,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为112.55%;最近1-2年内,会计师事务所发生变动;截止至2023-09-26，公司近一年内问询监管次数大于3次"
603329.SH,上海雅仕,90,财报亏损,1,最新季度20230630净利润：-3497.92万
603859.SH,能科科技,95,应收账款占收入比例过高,1,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为172.51%"
301158.SZ,德石股份,94,高库存隐忧,1,截止至2023-06-30，货币资金占总资产不足15%，应收票据与应收款项之和占总资产超20%，存货占总资产超15%且存货周转率低于1.2 或 非房地产公司的存货超总资产的50%
301338.SZ,凯格精机,90,扣非净利润陡降风险,1,截止20230630，公司扣非净利润相比去年同期降幅超过50%
688768.SH,容知日新,85,财报亏损;股东户数偏少,2,最新季度20230630净利润：-118.45万;截至20230630，该公司股东户数<4000
688031.SH,星环科技,72,财报亏损;大比例解禁;股权分散;股东户数偏少,4,"最新季度20230630净利润：-1.90亿;星环科技首发、公开增发网下配售股份,在三个月内解禁5579.81万股，解禁比例46.17%>8%;孙元浩(第一大股东)持股比例为9.24%。;截至20230630，该公司股东户数<4000"
688475.SH,萤石网络,100,,,
002523.SZ,天桥起重,85,应收账款占收入比例过高;财报亏损,2,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为190.33%;最新季度20230630净利润：-169.23万"
688165.SH,埃夫特,75,应收账款占收入比例过高;财报亏损;拟大比例减持,3,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为86.58%;最新季度20230630净利润：-5832.72万;5%以上股东及其一致行动人减持的基本情况
    截至本公告披露日，埃夫特智能装备股份有限公司（以下简称“公司”）股东安徽信惟基石产业升级基金合伙企业（有限合伙）（以下简称“信惟基石”）及其一致行动人马鞍山基石智能制造产业基金合伙企业（有限合伙）（以下简称“马鞍山基石”）合计持有公司股份77948718股，占公司总股本的14.9390%。上述股份为信惟基石及马鞍山基石在公司首次公开发行前取得的股份，并已上市流通。
    减持计划的主要内容
    因自身资金需求，5%以上股东信惟基石及其一致行动人马鞍山基石拟计划通过集中竞价方式、大宗交易方式合计减持股份数量不超过31306800股，减持股份比例不超过公司总股本的6%。
    其中拟通过集中竞价交易方式减持股份数量不超过10435600股，减持比例不超过公司总股本的2%，自本减持计划公告披露之日起15个交易日后的6个月内(即2023年7月17日-2024年1月16日)，且在任意连续90个自然日内减持的股份总数不超过公司股份总数的1%；拟通过大宗交易方式减持股份数量不超过20871200股，减持比例不超过公司总股本的4%，自本减持计划公告披露之日起3个交易日后的6个月内（2023年6月29日至2023年12月28日），且在任意连续90个自然日内减持的股份总数不超过公司股份总数的2%"
