证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,所属概念,沪深指数
688131.SH,皓元医药,52.0,90.6,60.29,6.41,医药生物-医疗服务-医疗研发外包,CRO,医疗服务,生物医药,药物发现,国内小分子药物研发、生产领域领先的前后端一体化企业,国内最具研究开发能力的高难度化学药物合成技术平台之一,"专精特新,CRO,生物医药,创新药",中证1000
300864.SZ,南大环境,9.2,36.7,23.64,6.39,环保-环保-综合环境治理,综合环保,环保,公共事业,环境服务业务,南京大学所组建的综合性科研、规划和咨询服务机构,南京大学所组建的综合性甲级环境科研、规划和咨询服务机构,"高校,碳中和,节能环保",
600977.SH,中国电影,278.0,278.0,14.89,6.36,传媒-传媒-影视院线,影视,传媒,科技,电影发行,涵盖电影全产业链的行业领头羊,我国电影行业实力最强、产业链最完整、影响力最广的领军企业,"MSCI,国企改革,影视娱乐,文化传媒,证金持股,央企国企改革,同花顺中特估100,融资租赁,人工智能",中证1000
688569.SH,铁科轨道,55.9,89.4,42.44,6.31,交运设备-非汽车交运-轨交设备,铁路建设,基建,建筑业,高铁扣件,国内市场上唯一的高铁特殊调整扣件系统集成商,轨道扣件龙头,"一带一路,央企国企改革,国企改革,高铁",
002605.SZ,姚记科技,132.3,165.5,40.2,6.24,传媒-传媒-游戏,游戏,传媒,科技,移动游戏,中国主要扑克牌生产销售企业，逐步向手游业务拓展,中国主要的扑克牌生产销售企业之一，正逐步向手游业务拓展,"手机游戏,抖音,网红经济,长三角一体化,网络游戏,独角兽,智能自行车,抗癌,文化传媒,体育产业,细胞免疫治疗",中证1000
301349.SZ,信德新材,13.3,53.3,52.26,6.2,电力设备-电力设备-电池,负极材料,储能,电力设备,电池负极包覆材料,负极包覆材料销量国内领先，产品覆盖下游主流负极厂商,负极包覆材料销量国内领先，产品覆盖下游主流负极厂商,"新材料,碳纤维,专精特新,锂电池",
301038.SZ,深水规院,8.7,35.0,20.37,6.15,建筑装饰-建筑装饰-工程咨询服务,工程设计,工程设计,建筑业,水务建设勘测设计,系统解决城市水问题的集成服务平台,公司综合实力位居广东省内水利勘测设计行业前列,"深圳国企改革,地下管网,海水淡化,国企改革,污水处理,水利,乡村振兴,大数据,广东国企改革,海绵城市,粤港澳大湾区,新型城镇化,地方国企改革",
601921.SH,浙版传媒,37.3,196.2,8.83,6.13,传媒-传媒-出版,出版,传媒,科技,大众图书出版发行,融合数字出版、数字媒体等于一体的综合文化企业,公司构建了浙江省最大的图书零售网络，并具备全国性分销和网络发行能力,"NFT,文化传媒,在线教育,地方国企改革,国企改革",中证1000
000037.SZ,深南电A,48.3,86.0,14.26,6.1,公用事业-电力-火电,火电,电力,公共事业,火电（深圳）,国内大型燃机电厂建设运维公司,在珠江三角洲电力负荷中心区拥有三家全资或控股燃机发电厂,"固废处理,储能,核电,节能环保,粤港澳大湾区",
603906.SH,龙蟠科技,104.5,104.5,18.5,6.08,电力设备-电力设备-电池,正极材料,储能,电力设备,锂电池正极材料,磷酸铁锂电池在储能锂电池市场占比超过95%,车用环保精细化学品领域市场份额领先，打造了多层次的品牌结构,"储能,MSCI,动力电池回收,锂电原料,比亚迪,氢能源,宁德时代,磷酸铁锂,车用尿素,尾气治理,燃料电池,锂电池",中证1000
300251.SZ,光线传媒,235.8,248.2,8.46,6.02,传媒-传媒-影视院线,影视,传媒,科技,电影制作,国内产业链纵向延伸最完整的综合内容集团之一,国内最大的民营电视节目制作和运营商之一,"IP,MSCI,美团,影视娱乐,京东金融,文化传媒,阿里巴巴,明星参股,虚拟现实,动漫,网络直播","创业300,中证500"
300382.SZ,斯莱克,84.3,84.3,13.42,6.0,机械设备-专用设备-其他专用设备,印刷设备,包装印刷,可选消费,高速易拉盖生产设备,易拉罐、盖高速生产设备行业的领军企业,为金属包装行业客户提供高端装备以及整体解决方案,"工业机器人,锂电池,宁德时代,专精特新,新能源汽车,抖音小店,机器人,C2M","创业300,中证1000"
301020.SZ,密封科技,17.7,35.6,24.33,5.97,交运设备-汽车零部件-汽车零部件Ⅲ,发动机,汽车零部件,汽车,内燃机密封垫片,发动机密封垫片及金属涂胶板均在国内占据领先地位,产品发动机密封垫片及金属涂胶板均在国内企业中占据领先地位,"比亚迪,氢能源,国企改革,专精特新,新能源汽车,山东国企改革,燃料电池,地方国企改革",
300833.SZ,浩洋股份,64.6,101.8,120.7,5.9,机械设备-专用设备-其他专用设备,自动化设备,机械设备,机械,舞台娱乐灯光设备,是全球具国际竞争力和影响力的民族文化装备品牌,国家知识产权优势企业、国家文化产业示范基地,"专精特新,文化传媒",
001255.SZ,博菲电气,8.2,32.9,41.13,5.87,基础化工-化工合成材料-合成树脂,合成树脂,合成材料,化工,电气绝缘材料,电气绝缘材料研发企业,电气绝缘材料研发企业,"核电,长三角一体化,新能源汽车,专精特新,轨道交通,共同富裕示范区,风电",
002749.SZ,国光股份,48.4,52.6,12.09,5.87,基础化工-化学制品-农药,农药,基础化工,化工,农药,国内植物生长调节剂原药及制剂登记产品最多的企业,国家农药定点生产企业,"钾肥,磷化工,草甘膦,乡村振兴,化肥",
002980.SZ,华盛昌,47.0,48.1,35.25,5.86,电力设备-电力设备-电气自控设备,电控设备,电气设备,电力设备,测量测试仪器仪表,专注各类测量仪器仪研产销的国家高新技术企业,专注各类测量仪器仪研产销的国家高新技术企业,"物联网,核污染防治,储能,血氧仪,抗原检测,医疗器械,人民币贬值受益,新冠检测,PM2.5,体外诊断",
000404.SZ,长虹华意,49.3,49.4,7.1,5.81,家用电器-白色家电-其他白色家电,制冷电器,家电,可选消费,冰箱压缩机,全球冰箱压缩机的龙头企业，产销量全球第一,冰箱压缩机产销量全球第一,"国产替代,镍氢电池,国企改革,地热能,家用电器,汽车热管理,工业4.0,机器人,服务机器人,半年报预增,智能家居,冷链物流,新能源汽车,疫苗存储,节能环保,地方国企改革,锂电池",
300821.SZ,东岳硅材,121.0,121.0,10.08,5.77,基础化工-化学制品-有机硅,硅,化工原料,化工,有机硅材料,国内有机硅行业中生产规模最大的企业之一,我国有机硅行业中生产规模最大的企业之一,"新材料,白炭黑,有机硅,硅能源,燃料电池","创业300,中证1000"
000038.SZ,大通退,1.4,2.9,0.55,5.77,综合-综合-综合Ⅲ,广告营销,传媒,科技,广告发布,集新媒体传播、金融服务等为一体的科技文化集团,主要从事供应链管理和新媒体传媒运营、广告发布,,
300011.SZ,鼎汉技术,38.7,43.1,7.72,5.75,交运设备-非汽车交运-轨交设备,高铁,铁路,交通运输,车辆电气设备,在多个细分领域占据技术领先地位,国内轨道交通电源系统龙头企业,"储能,空气能热泵,国企改革,汽车热管理,高压快充,铁路基建,机器人,新基建,广东国企改革,高端装备,磁悬浮,轨道交通,语音技术,高铁,一带一路,反恐,地方国企改革,人工智能",
600283.SH,钱江水利,58.2,58.2,16.48,5.71,环保-环保-水务及水治理,水务,环保,公共事业,水务,浙江省水利系统龙头企业,以水务为核心产业，参股了天堂硅谷,"污水处理,水利,抗旱,央企国企改革,节能环保",上证150
301061.SZ,匠心家居,12.7,50.7,39.64,5.71,轻工制造-家用轻工-家具,家具,家居装修,建筑业,智能电动沙发、床,全球智能电动沙发、智能电动床行业重要ODM供应商,全球智能电动沙发、智能电动床行业重要ODM供应商,"人民币贬值受益,养老,智能家居",
301072.SZ,中捷精工,11.1,35.1,33.39,5.7,交运设备-汽车零部件-汽车零部件Ⅲ,汽车底盘,汽车零部件,汽车,底盘系统精密零部件,国内优秀的汽车减震部件产品供应商,国内优秀的汽车减震部件产品供应商,新能源汽车,
002835.SZ,同为股份,27.5,47.4,21.58,5.68,计算机-计算机设备-计算机设备Ⅲ,安防,计算机,科技,硬盘录像机,视频安全领域国际一流产品和系统方案提供商,国内为数不多的视频监控设备供应商之一，海外营收占比维持在90%以上,"数据安全,安防,数字经济,人民币贬值受益,智慧城市,人脸识别,流媒体,人工智能",
300700.SZ,岱勒新材,35.6,46.6,20.7,5.67,机械设备-通用设备-磨具磨料,金刚石,金属制品,机械,金刚石线,公司是全球金刚线产品知名的主流供应商之一,国内领先的金刚石线制造商，主要产品为电镀金刚石线,"太阳能,新材料,金刚石（线）,国产替代,第三代半导体,蓝宝石,光伏",
001223.SZ,欧克科技,14.9,59.5,89.18,5.66,机械设备-自动化设备-其他自动化设备,造纸,包装印刷,可选消费,生活用纸智能装备、口罩机,公司800型多通道全自动手帕纸生产线填补了国内空白,国家级专精特新“小巨人”，国内少数致力于研发、生产中高端生活用纸智能装备的厂商,"专精特新,锂电池",
301133.SZ,金钟股份,9.2,31.7,29.9,5.65,交运设备-汽车零部件-汽车零部件Ⅲ,车身附件,汽车零部件,汽车,汽车内外饰件,汽车装饰工艺水准国内领先,公司在表面装饰工艺特别是电镀工艺和喷涂工艺形成了自身的独特技术优势，产品质量处于国内领先水平,"特斯拉,比亚迪,理想汽车,新能源汽车,蔚来汽车,毫米波雷达",
301091.SZ,深城交,28.0,59.6,19.11,5.64,建筑装饰-建筑装饰-工程咨询服务,工程设计,工程设计,建筑业,规划咨询、工程设计,公司在国内城市交通专业研究机构中处于领先地位,公司在国内城市交通专业研究机构中处于领先地位,"深圳国企改革,智能交通,数据确权,国企改革,联想,水利,腾讯,车联网,华为,时空大数据,智慧灯杆,大数据,无人驾驶,雄安新区,新基建,国资云,广东国企改革,百度,粤港澳大湾区,数据要素,智慧城市,新型城镇化,智慧政务,数字孪生,地方国企改革,智慧停车",
300928.SZ,华安鑫创,24.8,46.3,57.9,5.64,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电子,汽车零部件,汽车,汽车座舱电子,在国内全液晶智能仪表方案设计方面具备行业领先优势,在国内全液晶智能仪表方案设计方面具备行业领先优势,"新能源汽车,无人驾驶,比亚迪,汽车电子",
836208.BJ,青矩技术,3.8,22.6,33.0,5.63,建筑装饰-建筑装饰-工程咨询服务,工程设计,工程设计,建筑业,工程造价咨询,国内工程投资管控领域领军企业,公司拥有全专业、高级别的执业资质和资信，子公司青矩顾问是近十年唯一连续位列行业前三名的工程造价咨询企业,小米,
688523.SH,航天环宇,9.9,118.8,29.19,5.57,国防军工-国防军工-航天装备,航天卫星,军工,公共事业,航空航天,公司被评选为“探月工程嫦娥四号任务突出贡献单位”,主营宇航产品和航空航天工艺装备，与中国商飞子公司合资成立的湖南飞宇主营民用航空工艺装备,航空航天,
002527.SZ,新时达,71.8,90.7,13.66,5.56,机械设备-自动化设备-机器人,机器人,机械设备,机械,机器人和电梯控制,在机器人领域已经形成了一定的品牌优势,工业机器人出货量连续多年位居国产第一,"工业机器人,京东,比亚迪,智能制造,空气能热泵,智能物流,新能源汽车,减速器,电梯,燃料电池,机器人,工业4.0",
603319.SH,湘油泵,38.5,38.7,18.6,5.56,交运设备-汽车零部件-汽车零部件Ⅲ,燃油系统,汽车零部件,汽车,发动机,我国发动机泵类产品专业生产企业的领军者,中国目前自主研发能力最强的机油泵制造企业,"无人驾驶,比亚迪,新能源汽车,汽车热管理,期货,减速器,华为",上证150
002943.SZ,宇晶股份,29.7,50.4,32.33,5.55,机械设备-通用设备-机床工具,机床,机械设备,机械,研磨抛光机、多线切割机,在国内多线切割机及研磨抛光机领域处于领先地位,定位于硬脆材料精密加工机床制造领域，公司产品技术接近国际水平,"稀土永磁,金刚石（线）,碳化硅,HJT电池,TOPCON电池,光伏,工业母机",
603260.SH,合盛硅业,774.7,852.6,72.12,5.5,基础化工-化学制品-有机硅,硅,化工原料,化工,工业硅与有机硅,国内硅基新材料领域领先企业,我国硅基新材料行业中业务链最完整、生产规模最大的企业之一,"新材料,MSCI,白炭黑,长三角一体化,石墨电极,碳化硅,有机硅,硅能源,多晶硅","上证50,沪深300"
688387.SH,信科移动-U,41.8,295.7,8.65,5.49,通信-通信设备-通信网络设备及器件,通信设备,通信,科技,移动通信,全球移动通信领域领军企业,中国信科集团旗下，以5G为代表的全球移动通信领域自主创新企业，国资委创建世界一流专精特新示范企业,"网络安全,6G,工业互联网,国企改革,央企国企改革,5G,机器视觉,人工智能,边缘计算",
605077.SH,华康股份,41.1,61.7,27.02,5.46,基础化工-化学制品-食品及饲料添加剂,添加剂,食品,必需消费,木糖醇,全球主要的木糖醇和晶体山梨糖醇生产企业之一,全球主要的木糖醇和晶体山梨糖醇生产企业之一,"大消费,人民币贬值受益,代糖",
301107.SZ,瑜欣电子,7.8,26.5,36.14,5.46,机械设备-通用设备-其他通用设备,发动机,汽车零部件,汽车,通用汽油机核心部件,通用汽油机点火器在全球市场占有率排名第一,"通用汽油机点火器在全球市场占有率排名第一,数码变频发电机变流器在全球市场占有率排名第三","传感器,农机,专精特新,新能源汽车,减速器,乡村振兴,汽车电子",
300122.SZ,智飞生物,626.4,1058.4,44.1,5.45,医药生物-生物制品-疫苗,疫苗,生物,生物医药,二类疫苗,我国本土综合实力最强的民营生物疫苗供应和服务商,我国综合实力最强民营生物疫苗供应和服务商,"健康中国,MSCI,霍乱,生物医药,HPV疫苗,同花顺漂亮100,乙肝治疗,西尼罗病毒,新冠疫苗,创新药,抗癌,生物疫苗","创业板50,沪深300,创业300"
