证券代码,股票名称,概念名称,概念解析
300602.SZ,飞荣达,5G,"公司从事电磁屏蔽材料及器件、导热材料及器件的研发、生产与销售,主要应用于通讯机柜、基站、手机、笔记本电脑、汽车电子,数据中心等。"
000733.SZ,振华科技,军民融合,"公司以“军民结合、产资结合、重组整合”战略引领全局,积极推进军民融合协调发展,继续加快产品结构和产业布局的调整,强化板块整合和创新体系建设,提高资源配置效率,形成协同效应。"
002407.SZ,多氟多,新能源车,"2020年半年报显示公司主要产品包括新能源乘用车、新能源物流车等,用于交通运输、共享出行。"
300085.SZ,银之杰,互联金融,"银之杰2015年5月21日晚间发布定增预案,公司拟以48.31元/股,非公开发行合计不超过6000万股,募集资金总额不超过28.986亿元。募集资金将用于互联网金融大数据服务平台、互联网保险运营平台。公司2015年10月30日晚间公告,拟29.76元/股非公开发行不超过2788万股,募集资金总额不超过82970.88万元,将全部用于“互联网金融大数据服务平台(一期)”项目。"
000725.SZ,京东方A,钙钛矿电池,"2024年8月28日投资者关系活动记录表显示,基于对新能源技术的进步和市场前景的认同,京东方基于自身积累沉淀的深厚玻璃基加工工艺和大规模集成制造能力,先后投资钙钛矿太阳能电池的试验线和中试线,目前进展和产品技术开发顺利。"
300624.SZ,万兴科技,华为,"2022年11月21日回复称万兴科技旗下亿图软件受邀参与参加华为开发者大会2022,并获评“华为智慧办公最具潜力合作伙伴”称号。"
300773.SZ,拉卡拉,大数据,"2020年5月11日回复称子公司深圳众赢科技作为一家技术驱动的金融科技公司,借助大数据、云计算、人工智能等技术,帮助银行、消费金融公司、信托、保险公司等持牌金融机构构建小微商户的风险识别体系。"
002371.SZ,北方华创,第三代半导体,"2020年9月15日回复称公司可以提供第三代半导体相关设备,其中碳化硅方面,可以提供长晶炉、外延炉、刻蚀、高温退火、氧化、PVD、清洗机等设备,氮化镓方面可以提供刻蚀、PECVD、清洗机等设备。"
002657.SZ,中科金财,元宇宙,"2022年8月16日回复称公司密切关注并跟进探索元宇宙最新发展趋势,公司已参股投资爱化身科技(北京)有限公司,该公司定位于元宇宙内容科技服务商,致力于虚拟数字人、虚拟场景技术开发和运营。"
000795.SZ,英洛华,军工,"2019年年报显示公司全资子公司英洛华磁业是国内最早生产钕铁硼的企业之一,为军工钨合金这一新业务领域提供优质产品。"
603000.SH,人民网,天基互联,"2020年8月6日回复称由人民网子公司人民在线控股的人民数据管理有限公司发起并参与了“人民星云”项目,该项目集“卫星研发装配、卫星测控接收、专属星座定制、遥感信息服务”为一体,根据用户实际需求,提供定制化时空大数据综合解决方案。"
300451.SZ,创业慧康,物联网,"创业软件10月11日晚间公告,为准确地反映公司的发展方向和业务特征,公司拟变更中文名称为“创业慧康科技股份有限公司,变更证券简称为“创业慧康”,同时新增物联网技术等经营范围。"
300603.SZ,立昂技术,人工智能,"2020年3月27日回复称公司通过与领先AI算法巨头合作,将算法培植到有关应用中去,加速公司在AI技术的提升与创新。"
002202.SZ,金风科技,风能,"2020年半年报显示公司拥有风机制造、风电服务、风电场投资与开发三大主营业务以及水务等其他业务,为公司提供多元化盈利渠道。"
002642.SZ,荣联科技,精准医疗,"公司较早关注到生物行业对海量数据处理的需求,凭借在高性能计算和大容量存储方面积累的技术优势,为华大基因设计、建设和维护位于深圳和香港的生物信息超算中心,成功地解决了基因测序形成的海量数据在并行计算和存储等方面的难题。华大基因现具备每秒运行157万亿次的超级计算能力,数据存储量达12.6PB,基因测序能力位居全球第一。"
002912.SZ,中新赛克,国企改革,公司的实际控制人为深圳市人民政府国有资产监督管理委员会。
002405.SZ,四维图新,独角兽,"2016年8月,公司与蔚来汽车签署战略合作框架协议,双方将在导航引擎、车联网、自动驾驶、交通大数据在线服务系统、全球业务等方面深入合作,打造中国乃至世界范围内“互联网+”合作的典范。"
000990.SZ,诚志股份,国企改革,公司的最终控制人为青岛西海岸新区国有资产管理局。
002131.SZ,利欧股份,字节,"2019年报显示2019年利欧以近70亿的全年业务合作体量成为今日头条最头部的代理公司之一;快手的业务增长也突破了200%,并跻身成为天猫美妆+大快消的核心合作伙伴。"
300252.SZ,金信诺,无线耳机,2020年3月10日回复称公司产品中KS-TWS无线蓝牙耳机已经上市。
300248.SZ,新开普,水利建设,"2021年6月11日回复称智慧水利相关业务是公司在多年来积累的核心技术、智能产品、行业拓展等能力基础上进行的行业信息化延展,主要抓住国家农业水价综合改革、高标准农田建设、智慧灌区、水资源费改税、河湖长制、洪涝灾害监测预警、城乡供水一体化等机遇,推出囊括综合平台、智能硬件、金融支付到运营维护的完整智慧水利综合解决方案。"
002352.SZ,顺丰控股,区块链,丰溯入选网信办区块链信息服务备案
688002.SH,睿创微纳,无人机,2020年半年报显示公司面向无人车、无人机、装甲火控系统的多光谱光电综合系统产品已持续交付。
002232.SZ,启明信息,华为,"2020年6月9日回复称公司与华为互为战略合作伙伴,在车载通讯与智能网联等业务领域共同探索合作机会。"
002316.SZ,ST亚联,人工智能,"2022年3月31日回复称在智能电网方面,公司以基于华为TaiShan200系列开发的“变电站智能网关系统”和基于华为Atlas人工智能计算机平台开发的“无人值守变电站智能运检系统”为基础,辅以人工智能算法的智慧变电站解决方案已在南方电网顺利投放使用。蓄电池核容运用的是通信技术,目前已实现广东、贵州、海南试点落地。"
300410.SZ,正业科技,食品安全,"2020年3月5日回复称公司“基于二维码的食品全流程追溯系统”可进行产品从供应端到客户端的相关信息追溯,获2019年中国食品行业追溯体系优秀供应商奖。"
002821.SZ,凯莱英,青蒿素,"公司青蒿素批文,能够生产青蒿素及其衍生物。"
600037.SH,歌华有线,物联网,"2017年11月14日晚公告,近日公司与华为技术有限公司在北京签署了《战略合作协议》。双方同意在智慧城市、云计算、大数据、资源共享、基础网络、创新领域、物联网等领域进行合作,协议有效期为3年。数据显示,华为2016年度实现营业收入5216亿元,净利润371亿元。"
002090.SZ,金智科技,智慧城市,2020半年报显示公司围绕智慧能源、智慧城市两大业务板块开展主营业务。
002446.SZ,盛路通信,北斗导航,2020年半年报显示公司主要产品有主干传输网天线、基站天线、室内分布系统天线、汽车天线、终端天线、北斗卫星天线、射频无源器件、射频有源设备、通信电子终端。
600208.SH,衢州发展,互联金融,"2019年年报显示公司广泛投资金融服务机构,也是万得信息、趣链科技等一批拥有领先技术和市场份额的金融科技公司的重要股东。"
300366.SZ,创意信息,华为,"公司是华为数通安全CSP五钻及多产品金牌合作伙伴,在疏通安全、传输接入、网络能源、云计算等领域取得了成就。"
000100.SZ,TCL科技,电子纸,"2021年10月8日回复称目前公司电子纸业务按既定规划推进,与外部产业链伙伴合作进展顺利。"
301262.SZ,海看股份,电商,"2023年8月22日回复称,目前电商直播业务基于抖音等新媒体平台进行,通过在各平台开设账号运营开展业务。"
300316.SZ,晶盛机电,蓝宝石,"2020年半年报显示公司布局了蓝宝石材料生产及切磨抛加工等关键环节,成功掌握国际领先的超大尺寸300kg、450kg级蓝宝石晶体生长技术,蓝宝石材料业务具备较强的成本竞争力并逐步形成规模优势。"
300691.SZ,联合光电,智能家居,2020年6月30日回复称公司光学镜头产品目前已被广泛用于安防视频监控、消费电子、投影视讯、智能家居等众多领域。
300373.SZ,扬杰科技,半导体,"公司主营业务为分立器件芯片、功率二极管及整流桥等半导体分立器件产品的研发、制造与销售。主营产品为半导体分立器件芯片、光伏二极管、全系列二极管、整流桥等。公司拥有从芯片制造到封装测试全套生产工艺,为国内少数生产、制造全系列二极管、整流桥、分立器件芯片的规模企业之一。公司制造的GPP芯片采用国际先进技术,设备大部分从美国、日本、台湾进口,产品主要有汽车整流芯片、FRD超快恢复芯片、TVS芯片,产品主要应用于光伏、LED照明、汽车电子、电源模块等高端领域。"
300782.SZ,卓胜微,高送转,2021年度分配方案为10转6派7.00元(含税)。
300448.SZ,浩云科技,智慧城市,"2021年5月12日回复称公司多年以来深耕智慧城市业务,布局包括平台、人员、车辆、边缘智能的公共安全产品体系,相关平台及产品已在重庆渝北、南岸、璧山等区、北京通州、辛集公安等区域落地应用,并取得应用成效。"
300271.SZ,华宇软件,人工智能,"公司打造的法律AI平台“智核”,是基于语音识别、图像识别、人脸识别、文字识别、自然语言处理等技术构建的法律AI感知能力平台,提供基于司法业务场景下的人工智能能力,构建业务+场景+用户的全联接体系,全面提升用户的业务感和体验感。"
