证券代码,证券名称,公司名称,注册地,一级行业,二级行业,三级行业,交易所英文简称,exg
AGTI,Agiliti Inc,"Agiliti, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NYSE,N
AGX,Argan Inc,"Argan, Inc.",United States 美国,工业,资本品,建筑与工程,NYSE,N
AGYS,诶吉利斯,诶吉利斯公司,United States 美国,科技,计算机设备,技术产品经销商,NASDAQ,O
AHCO,AdaptHealth Corp,AdaptHealth Corp.,United States 美国,医疗保健,医疗保健设备与服务,保健护理产品经销商,NASDAQ,O
AHG,Akso Health Group ADR,Akso Health Group,Cayman Islands 开曼群岛（英属）,金融,综合金融,消费信贷,NASDAQ,O
AHH,Armada Hoffler Properties Inc,"Armada Hoffler Properties, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
AHH_A,Armada Hoffler Properties Inc Series A Pfd,"Armada Hoffler Properties, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
AHI,Advanced Health Intelligence Ltd ADR,Advanced Health Intelligence Ltd,Australia 澳大利亚,科技,软件,应用软件,NASDAQ,O
AHL_C,Aspen Insurance Holdings Ltd Pfd,阿斯彭保险控股有限公司,Bermuda 百慕大,金融,保险,财产与意外伤害保险,NYSE,N
AHL_D,Aspen Insurance Holdings Ltd Pfd,阿斯彭保险控股有限公司,Bermuda 百慕大,金融,保险,财产与意外伤害保险,NYSE,N
AHL_E,Aspen Insurance Holdings Ltd Pfd,阿斯彭保险控股有限公司,Bermuda 百慕大,金融,保险,财产与意外伤害保险,NYSE,N
AHRN,Ahren Acquisition Corp-A,Ahren Acquisition Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
AHRNU,Ahren Acquisition Corp Unit Cons of 1 CL A + 1/2 Wts,Ahren Acquisition Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
AHT,阿什福德信托,阿什福德信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
AHT_D,Ashford Hospitality Trust Inc Series D Pfd,阿什福德信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
AHT_F,Ashford Hospitality Trust Inc Series F Pfd,阿什福德信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
AHT_G,Ashford Hospitality Trust Inc Series G Pfd,阿什福德信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
AHT_H,Ashford Hospitality Trust Inc Series H Pfd,阿什福德信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
AHT_I,Ashford Hospitality Trust Inc Series I Pfd,阿什福德信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
AI,C3.ai Inc-A,"C3.ai, Inc.",United States 美国,科技,软件,应用软件,NYSE,N
AIB,AIB Acquisition Corp-A,AIB Acquisition Corporation,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
AIBBU,AIB Acquisition Corp Unit Cons of 1 CL A + 1 Rt,AIB Acquisition Corporation,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
AIG,美国国际集团,美国国际集团公司,United States 美国,金融,保险,多元化保险,NYSE,N
AIG_A,American International Group Inc Series A Pfd,美国国际集团公司,United States 美国,金融,保险,多元化保险,NYSE,N
AIH,医美国际,医美国际控股集团有限公司,Cayman Islands 开曼群岛（英属）,医疗保健,医疗保健设备与服务,保健护理服务,NASDAQ,O
AIHS,森淼科技,森淼科技有限公司,United States 美国,金融,综合金融,消费信贷,NASDAQ,O
AIM,AIM ImmunoTech Inc,AIM ImmunoTech Inc.,United States 美国,医疗保健,生物医药,生物科技,AMEX,A
AIMAU,Aimfinity Investment Corp I Unit Cons of 1 CL A + 1 CL 1 Wt ,Aimfinity Investment Corp. I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
AIMBU,Aimfinity Investment Corp I Unit Cons of 1 CL A + 1/2 CL 2 W,Aimfinity Investment Corp. I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
AIMD,Ainos Inc,"Ainos, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
AIN,奥尔巴尼国际,奥巴尼国际公司,United States 美国,工业,资本品,工业机械,NYSE,N
AINC,Ashford Inc,Ashford Inc.,United States 美国,工业,商业服务,调查和咨询服务,AMEX,A
AIP,Arteris Inc,"Arteris, Inc.",United States 美国,科技,计算机设备,通信设备,NASDAQ,O
AIR,AAR CORP,AAR CORP.,United States 美国,工业,资本品,航天航空与国防,NYSE,N
AIRC,Apartment Income REIT Corp,Apartment Income REIT Corp.,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
AIRG,Airgain Inc,"Airgain, Inc.",United States 美国,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
AIRI,Air Industries Group,Air Industries Group,United States 美国,工业,资本品,航天航空与国防,AMEX,A
AIRS,AirSculpt Technologies Inc,"AirSculpt Technologies, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健技术,NASDAQ,O
AIRT,Air T Inc,"Air T, Inc.",United States 美国,工业,运输,航空货运与物流,NASDAQ,O
AIRTP,Air T Inc Pfd,"Air T, Inc.",United States 美国,工业,运输,航空货运与物流,NASDAQ,O
AIT,应用工业技术,应用工业技术公司,United States 美国,工业,资本品,贸易公司与经销商,NYSE,N
AIU,Meta Data Ltd ADR,Meta Data Limited,Cayman Islands 开曼群岛（英属）,可选消费,社会服务,教育服务,NYSE,N
AIV,公寓投资管理,公寓投资管理公司,United States 美国,房地产,股权房地产投资信托 (REITs),住宅房地产投资信托,NYSE,N
AIXI,小i机器人,小i公司,Cayman Islands 开曼群岛（英属）,科技,软件,应用软件,NASDAQ,O
AIZ,安信龙保险,安信龙保险公司,United States 美国,金融,保险,多元化保险,NYSE,N
AJG,亚瑟加拉格尔,亚瑟加拉格尔公司,United States 美国,金融,保险,保险经纪商,NYSE,N
AJRD,Aerojet Rocketdyne Holdings Inc,"Aerojet Rocketdyne Holdings, Inc.",United States 美国,工业,资本品,航天航空与国防,NYSE,N
AJX,Great Ajax Corp,Great Ajax Corp.,United States 美国,金融,综合金融,抵押房地产投资信托,NYSE,N
AKA,a.k.a. Brands Holding Corp,a.k.a. Brands Holding Corp.,United States 美国,科技,电商,互联网与直销零售,NYSE,N
AKAM,阿卡迈,阿卡迈技术公司,United States 美国,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
AKAN,Akanda Corp,Akanda Corp.,Canada 加拿大,医疗保健,生物医药,制药,NASDAQ,O
AKBA,Akebia Therapeutics Inc,"Akebia Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
AKLI,Akili Inc,"Akili, Inc.",United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
AKO_A,Embotelladora Andina SA ADR-A,Embotelladora Andina S.A.,Chile 智利,日常消费品,食品饮料,软饮料,NYSE,N
AKO_B,Embotelladora Andina SA ADR-B,Embotelladora Andina S.A.,Chile 智利,日常消费品,食品饮料,软饮料,NYSE,N
AKR,阿卡迪亚不动产信托,阿卡迪亚不动产信托,United States 美国,房地产,股权房地产投资信托 (REITs),零售业房地产投资信托,NYSE,N
AKRO,Akero Therapeutics Inc,"Akero Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
AKTS,Akoustis Technologies Inc,"Akoustis Technologies, Inc.",United States 美国,科技,软件,系统软件,NASDAQ,O
AKTX,Akari Therapeutics PLC ADR,"Akari Therapeutics, PLC",United Kingdom 英国,医疗保健,生物医药,制药,NASDAQ,O
AKU,Akumin Inc,Akumin Inc.,Canada 加拿大,医疗保健,生物医药,生物科技,NASDAQ,O
AKYA,Akoya Biosciences Inc,"Akoya Biosciences, Inc.",United States 美国,医疗保健,生物医药,生命科学工具和服务,NASDAQ,O
AL,航空租赁,航空租赁公司,United States 美国,工业,资本品,贸易公司与经销商,NYSE,N
AL_A,Air Lease Corp Series A Pfd,航空租赁公司,United States 美国,工业,资本品,贸易公司与经销商,NYSE,N
ALAR,Alarum Technologies Ltd ADR,Alarum Technologies Ltd.,Israel 以色列,科技,软件,系统软件,NASDAQ,O
ALB,美国雅保,雅保公司,United States 美国,原材料,化学制品,特种化学制品,NYSE,N
ALBT,Avalon GloboCare Corp,Avalon GloboCare Corp.,United States 美国,医疗保健,医疗保健设备与服务,保健护理服务,NASDAQ,O
ALC,Alcon Inc,Alcon Inc.,Switzerland 瑞士,医疗保健,医疗保健设备与服务,医疗保健设备,NYSE,N
ALCC,AltC Acquisition Corp-A,AltC Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
ALCO,阿里科,阿里科公司,United States 美国,日常消费品,食品饮料,农产品,NASDAQ,O
ALCYU,Alchemy Investments Acquisition Corp 1 Unit Cons of 1 CL A +,Alchemy Investments Acquisition Corp 1,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALDX,Aldeyra Therapeutics Inc,"Aldeyra Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALE,阿里特,阿里特公司,United States 美国,公用事业,电力,电力公用事业,NYSE,N
ALEC,Alector Inc,"Alector, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALEX,亚历山大&鲍德温,亚历山大&鲍德温公司,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
ALG,阿拉莫,阿拉莫集团公司,United States 美国,工业,资本品,建筑机械与重型卡车,NYSE,N
ALGM,Allegro MicroSystems Inc,"Allegro MicroSystems, Inc.",United States 美国,科技,半导体,半导体产品,NASDAQ,O
ALGN,艾利科技,艾利科技公司,United States 美国,医疗保健,医疗保健设备与服务,医疗保健用品,NASDAQ,O
ALGS,Aligos Therapeutics Inc,"Aligos Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALGT,忠实航空,忠实旅游公司,United States 美国,工业,运输,航空公司,NASDAQ,O
ALHC,Alignment Healthcare Inc,"Alignment Healthcare, Inc.",United States 美国,金融,保险,人寿与健康保险,NASDAQ,O
ALIM,Alimera Sciences Inc,"Alimera Sciences, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
ALIT,Alight Inc-A,"Alight, Inc.",United States 美国,科技,信息技术服务,信息科技咨询与其它服务,NYSE,N
ALK,阿拉斯加航空,阿拉斯加航空公司,United States 美国,工业,运输,航空公司,NYSE,N
ALKS,阿尔凯默斯,阿尔凯默斯股份有限公司,Ireland 爱尔兰共和国,医疗保健,生物医药,生物科技,NASDAQ,O
ALKT,Alkami Technology Inc,"Alkami Technology, Inc.",United States 美国,科技,软件,应用软件,NASDAQ,O
ALL,好事达保险,美国好事达保险公司,United States 美国,金融,保险,财产与意外伤害保险,NYSE,N
ALL_H,The Allstate Corp Series H Pfd,美国好事达保险公司,United States 美国,金融,保险,财产与意外伤害保险,NYSE,N
ALL_I,The Allstate Corp Series I Pfd,美国好事达保险公司,United States 美国,金融,保险,财产与意外伤害保险,NYSE,N
ALL_J,The Allstate Corp Series J Pfd,美国好事达保险公司,United States 美国,金融,保险,财产与意外伤害保险,NYSE,N
ALLE,安朗杰,安朗杰股份有限公司,Ireland 爱尔兰共和国,工业,资本品,建筑产品,NYSE,N
ALLG,Allego NV,Allego N.V.,Netherlands 荷兰,可选消费,零售业,专卖店,NYSE,N
ALLK,Allakos Inc,Allakos Inc.,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALLO,Allogene Therapeutics Inc,"Allogene Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALLR,Allarity Therapeutics Inc,"Allarity Therapeutics, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
ALLT,艾奥特通讯,艾奥特通讯有限公司,Israel 以色列,科技,软件,系统软件,NASDAQ,O
ALLY,Ally Financial Inc,Ally Financial Inc.,United States 美国,金融,综合金融,消费信贷,NYSE,N
ALNY,Alnylam Pharmaceuticals Inc,"Alnylam Pharmaceuticals, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALOR,ALSP Orchid Acquisition Corp I-A,ALSP Orchid Acquisition Corporation I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALORU,ALSP Orchid Acquisition Corp I Unit Cons of 1 CL A + 1/2 Wts,ALSP Orchid Acquisition Corporation I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALOT,AstroNova Inc,"AstroNova, Inc.",United States 美国,科技,计算机设备,电脑硬件、储存设备及电脑周边,NASDAQ,O
ALPA,Alpha Healthcare Acquisition Corp III-A,Alpha Healthcare Acquisition Corp. III,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALPAU,Alpha Healthcare Acquisition Corp III Unit Cons of 1 CL A + ,Alpha Healthcare Acquisition Corp. III,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALPN,Alpine Immune Sciences Inc,"Alpine Immune Sciences, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALPP,Alpine 4 Holdings Inc-A,"Alpine 4 Holdings, Inc.",United States 美国,科技,计算机设备,通信设备,NASDAQ,O
ALPS,Alpine Summit Energy Partners Inc-A,"Alpine Summit Energy Partners, Inc.",Canada 加拿大,能源,石油,综合性石油与天然气企业,NASDAQ,O
ALRM,Alarm.com Holdings Inc,"Alarm.com Holdings, Inc.",United States 美国,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
ALRN,艾勒朗制药,艾勒朗制药公司,United States 美国,医疗保健,生物医药,制药,NASDAQ,O
ALRS,Alerus Financial Corp,Alerus Financial Corporation,United States 美国,金融,银行,区域性银行,NASDAQ,O
ALSA,Alpha Star Acquisition Corp,Alpha Star Acquisition Corporation,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALSAU,Alpha Star Acquisition Corp Unit Cons of 1 Sh + 1 Wt + 1 Rt,Alpha Star Acquisition Corporation,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALSN,艾里逊变速箱,艾里逊变速箱公司,United States 美国,可选消费,汽车,机动车零配件与设备,NYSE,N
ALT,Altimmune Inc,"Altimmune, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALTG,Alta Equipment Group Inc-A,Alta Equipment Group Inc.,United States 美国,工业,资本品,工业机械,NYSE,N
ALTG_A,Alta Equipment Group Series A Pfd,Alta Equipment Group Inc.,United States 美国,工业,资本品,工业机械,NYSE,N
ALTI,AlTi Global Inc-A,"AlTi Global, Inc.",Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALTO,Alto Ingredients Inc,"Alto Ingredients, Inc.",United States 美国,能源,石油,石油与天然气的炼制和营销,NASDAQ,O
ALTR,Altair Engineering Inc-A,Altair Engineering Inc.,United States 美国,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
ALTU,Altitude Acquisition Corp,Altitude Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALTUU,Altitude Acquisition Corp Unit Cons 1 CL A + 1/3 Wts,Altitude Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ALV,奥托立夫,奥托立夫公司,United States 美国,可选消费,汽车,机动车零配件与设备,NYSE,N
ALVO,Alvotech,Alvotech,Luxembourg 卢森堡,医疗保健,生物医药,生物科技,NASDAQ,O
ALVR,AlloVir Inc,"AlloVir, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALX,亚历山大,亚历山大公司,United States 美国,房地产,股权房地产投资信托 (REITs),零售业房地产投资信托,NYSE,N
ALXO,ALX Oncology Holdings Inc,ALX Oncology Holdings Inc.,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ALYA,Alithya Group inc-A,Alithya Group inc.,Canada 加拿大,科技,信息技术服务,数据处理与外包服务,NASDAQ,O
ALZN,Alzamend Neuro Inc,"Alzamend Neuro, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
AM,Antero Midstream Corp,Antero Midstream Corporation,United States 美国,能源,石油,石油与天然气的勘探与生产,NYSE,N
AMAL,Amalgamated Financial Corp,Amalgamated Financial Corp.,United States 美国,金融,银行,综合性银行,NASDAQ,O
AMAM,Ambrx Biopharma Inc ADR,Ambrx Biopharma Inc.,Cayman Islands 开曼群岛（英属）,医疗保健,生物医药,生物科技,NASDAQ,O
AMAO,American Acquisition Opportunity Inc-A,American Acquisition Opportunity Inc.,United States 美国,工业,商业服务,调查和咨询服务,NASDAQ,O
AMAOU,American Acquisition Opportunity Inc Unit Cons of 1 CL A + 1,American Acquisition Opportunity Inc.,United States 美国,工业,商业服务,调查和咨询服务,NASDAQ,O
AMAT,应用材料,应用材料公司,United States 美国,科技,半导体,半导体设备,NASDAQ,O
AMBA,安霸,安霸股份有限公司,Cayman Islands 开曼群岛（英属）,科技,半导体,半导体产品,NASDAQ,O
AMBC,Ambac Financial Group Inc,"Ambac Financial Group, Inc.",United States 美国,金融,保险,财产与意外伤害保险,NYSE,N
AMBI,Ambipar Emergency Response-A,Ambipar Emergency Response,Cayman Islands 开曼群岛（英属）,公用事业,复合型,复合型公用事业,AMEX,A
