股票代码,股票简称,最新价,最新涨跌幅,所属概念,公司亮点,所属同花顺行业,所属指数类,所属概念数量,a股市值(不含限售股)[20230920],最新dde大单净额,总股本[20230920],市盈率(pe)[20230920],market_code,code
688166.SH,博瑞医药,21.45,4.890,融资融券;转融券标的;生物医药;流感;新冠治疗;沪股通;瑞德西韦;减肥药,在肿瘤靶向治疗和免疫治疗领域以及脂肪肝和糖尿病治疗取得了突破,医药生物-化学制药-原料药,A股指数;上证380;上证指数;上证流通;中型综指;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指;科创100;科创100EUR;科创100GBP;科创100HKD;科创100USD;科创100USD(CNH),8,9061882000.000,7515689.500,422465363.00,41.401,17,688166
002902.SZ,铭普光磁,27.10,4.876,5G;华为概念;芯片概念;第三代半导体;元器件;数字经济;消费电子概念;汽车电子;光伏概念;新能源汽车;F5G概念;电子商务;储能;融资融券;转融券标的;充电桩;数据中心;共封装光学（CPO）;跨境电商;工业互联网,产品一直供货给深圳海思半导体和海思光电子,通信-通信设备-通信网络设备及器件,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指;电子指数,20,4051157400.000,10350141.200,211520000.00,317.333,33,002902
301382.SZ,蜂助手,39.30,4.856,物联网;转融券标的;云办公;新股与次新股;融资融券;华为概念;腾讯概念;数字经济;数据安全;注册制次新股;深股通;元宇宙;电子商务;云计算;智慧城市,主营互联网数字化虚拟商品综合服务,通信-通信服务-通信服务Ⅲ,IT指数;创业板综;同花顺全A;新指数;深证A指;深证综指,15,1422135100.000,5524832.600,169584000.00,53.098,33,301382
300606.SZ,金太阳,28.80,4.842,新材料概念;口罩;高端装备;工业母机;存储芯片;3D打印;机器人概念,专业生产高档涂附磨具产品高科技企业，六条国际领先自动化生产线,机械设备-通用设备-磨具磨料,中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指;矿物指数,7,3386374200.000,-3219387.000,140117000.00,251.349,33,300606
002089.SZ,*ST新海,1.30,4.839,军民融合;IPV6;光纤;宽带中国;锂电制造;光纤光缆;新能源物流车;节能照明;5G;创投;边缘计算;ST板块;数据中心;量子科技;华为概念;锂电池;新能源汽车;光伏概念;一元股,新能源电动车行业形成了“整车为龙头、电池为配套”产业链布局,通信-通信服务-通信服务Ⅲ,中小综指;同花顺全A;深证A指;深证综指,19,1545850900.000,-10618358.700,1374669616.00,98.032,33,002089
002021.SZ,*ST中捷,2.39,4.825,期货概念;电子商务;壳资源;ST板块;光伏概念;地方国企改革;国企改革,全球最大的工业缝纫机生产基地之一,机械设备-专用设备-纺织服装设备,中小综指;同花顺全A;深证A指;深证综指,7,1643824200.000,-10730819.700,687815040.00,-289.892,33,002021
873576.BJ,天力复合,13.99,4.794,地方国企改革;新股与次新股;核电;卫星导航;融资融券,陕西财政厅旗下，有色金属爆炸复合材料国内市占率第一，核电项目用复合材料国内唯一批量化供应商,有色金属-金属新材料-其他金属新材料,,5,417143330.000,,108950000.00,20.048,151,873576
300630.SZ,普利制药,21.47,4.783,深股通;融资融券;转融券标的;海南自贸区;富时罗素概念;富时罗素概念股;仿制药一致性评价;生物医药;高血压药;超级真菌;减肥药;熊去氧胆酸;核污染防治;流感;猴痘概念,专业从事化学药物制剂研发、生产和销售的高新技术企业,医药生物-化学制药-化学制剂,中创400;中创500;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业300;创业创新;创业基础;创业板综;创质量;制造指数;医药指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证成指;深证综指;科技100,15,6914625300.000,24690831.000,436352572.00,17.353,33,300630
832469.BJ,富恒新材,5.99,4.720,新股与次新股;融资融券,国家级专精特新“小巨人”，主营改性塑料,基础化工-化工合成材料-改性塑料,,2,190470550.000,,105000000.00,12.803,151,832469
300786.SZ,国林科技,17.05,4.665,污水处理;节能环保;疫苗存储;氢能源;新材料概念;专精特新;空气能热泵;光伏概念;芯片概念;光刻胶;光刻机,公司掌握了臭氧系统设备的全套核心技术，是国家高新技术企业,环保-环保-环保设备,专用指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,11,2346079500.000,3087047.300,184015879.00,-241.583,33,300786
002317.SZ,众生药业,15.75,4.651,生物医药;融资融券;深股通;转融券标的;中医药;参股新三板;抗肿瘤;医保目录;禽流感;流感;仿制药一致性评价;眼科医疗;富时罗素概念;NMN概念;富时罗素概念股;标普道琼斯A股;幽门螺杆菌概念;新冠治疗;肝炎概念;医疗器械概念;创新药;熊去氧胆酸;新冠特效药;猴痘概念;减肥药,产品覆盖眼科、心脑血管、呼吸、消化等疾病领域，产品结构合理,医药生物-中药-中药Ⅲ,中创400;中创500;中小300;中小基础;中小综指;中证1000;中证1000USD;中证A股;中证全指;中证流通;制造指数;医药指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证成指;深证综指,25,11384096900.000,26027482.000,853350477.00,32.223,33,002317
300158.SZ,振东制药,6.24,4.523,埃博拉概念;抗癌;抗肿瘤;医保目录;维生素;农业种植;乡村振兴;仿制药;仿制药一致性评价;流感;土地流转;深股通;毛发医疗;中医药;肝炎概念;创新药;融资融券;转融券标的;新冠治疗;胶原蛋白,主导产品岩舒注射液，是癌症的辅助治疗药物,医药生物-化学制药-化学制剂,中小创新;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业300;创业基础;创业板综;制造指数;医药指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,20,6390591500.000,16955720.000,1027494660.00,220.444,33,300158
600589.SH,*ST榕泰,5.12,4.490,云计算;边缘计算;国产软件;数据中心;网络切片;ST板块;算力租赁;东数西算（算力）,国内外氨基复合材料行业的龙头企业之一,计算机-计算机应用-IT服务,中型综指;同花顺全A,8,3604650400.000,-1733202.800,704033281.00,-22.919,22,600589
001324.SZ,长青科技,30.15,4.325,转融券标的;新股与次新股;融资融券;注册制次新股;机器人概念;装配式建筑;建筑节能;铁路基建;新材料概念;磁悬浮;国产软件;高铁,国内三明治复合材料产品先行企业,交运设备-非汽车交运-轨交设备,制造指数;同花顺全A;新指数;深证A指;深证综指,12,1019208300.000,-7543347.000,138000000.00,60.432,33,001324
300268.SZ,*ST佳沃,15.58,4.284,淀粉;海底捞概念;大消费;预制菜;人民币贬值受益;三胎概念;新零售;ST板块;联想概念,国内掌握三文鱼上游稀缺优质资源的龙头企业,农林牧渔-农产品加工-其他农产品加工,农副指数;创业板综;同花顺全A;深证A指;深证综指,9,2081804800.000,1312228.900,174200000.00,-3.610,33,300268
603322.SH,超讯通信,28.41,4.257,智能表;物联网;5G;边缘计算;华为概念;镍氢电池;智慧城市;芯片概念;云计算;移动支付;智能物流;智慧停车;数据中心;充电桩;粤港澳大湾区;东数西算（算力）,集通信网络建设、网络维护和网络优化于一体的综合通信技术服务商,通信-通信服务-通信服务Ⅲ,A股指数;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,16,4449200300.000,-3720035.000,157608840.00,-58.661,17,603322
002330.SZ,得利斯,5.95,4.203,猪肉;冷链物流;电子商务;预制菜;新零售;大消费;网红经济;杭州亚运会,“得利斯”牌低温肉制品连续多年全国市场同类产品销量第一名,食品饮料-食品加工制造-肉制品,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;农副指数;制造指数;同花顺全A;新指数;深证A指;深证综指,8,3779313400.000,23770834.400,636049840.00,73.752,33,002330
301165.SZ,锐捷网络,42.20,4.198,转融券标的;网络安全;融资融券;国资云;新股与次新股;地方国企改革;数字经济;数据中心;国企改革;腾讯概念;阿里巴巴概念;福建自贸区;共封装光学（CPO）;WiFi 6;深股通;一带一路;云办公;注册制次新股;液冷服务器,福建国资委旗下，在交换机、无线产品、云桌面、IT 运维管理等多个领域位居国内市场前列,通信-通信设备-通信网络设备及器件,中证1000;中证1000USD;中证全指;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指;科技100,19,2592870000.000,11894027.600,568181818.00,85.814,33,301165
600306.SH,*ST商城,9.45,4.190,微信概念;振兴东北;腾讯概念;商超百货;壳资源;新零售;ST板块,公司门店均在沈阳市核心商圈，其中商业城位于沈阳最繁华的中街商圈,商贸零售-零售-百货零售,同花顺全A,7,1677115600.000,1545201.000,231574918.00,-22.591,22,600306
605186.SH,健麾信息,40.28,4.110,中医药;大消费;新零售;机器人概念,国内知名的医药物流及移动医疗整体解决方案提供商,机械设备-自动化设备-其他自动化设备,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,2683928000.000,3902043.000,136000000.00,49.076,17,605186
603161.SH,科华控股,17.62,4.076,燃料电池;新能源汽车;华为汽车;比亚迪概念,公司在汽车零部件产业竞争中具有较强优势,交运设备-汽车零部件-汽车零部件Ⅲ,A股指数;上证150;上证指数;上证流通;中型综指;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,2350508000.000,-12790909.700,133400000.00,17.772,17,603161
301186.SZ,超达装备,42.71,4.044,特斯拉;新能源汽车;换电概念;锂电池;融资融券;蔚来汽车概念;转融券标的;华为汽车;比亚迪概念;机器人概念;高送转预期,国内领先的汽车内外饰模具供应商,交运设备-汽车零部件-汽车零部件Ⅲ,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,11,922567350.000,4175519.000,72758822.00,32.587,33,301186
300353.SZ,东土科技,11.71,3.996,雄安新区;工业4.0;工控信息安全;军民融合;宽带中国;国产替代;芯片设计;5G;智能电网;物联网应用层;智能交通;大数据;物联网;边缘计算;融资融券;转融券标的;汽车电子;EDA;无人机;芯片概念;智慧城市;数据中心;军工;国产操作系统;工业互联网;工业母机;智能制造;汽车芯片;机器视觉;机器人概念;虚拟电厂;风电;华为概念;信创;深股通;IPV6,中国工业互联网核心标准的主要起草单位,通信-通信设备-其他通信设备,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业创新;创业基础;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指;电子指数,36,5151543400.000,7962023.000,614892881.00,-32.468,33,300353
300605.SZ,恒锋信息,14.15,3.968,智慧城市;国产软件;云办公;数据中心;数字中国;养老概念;智慧政务;乡村振兴;数字乡村;东数西算（算力）;IPV6;新型城镇化;人力资源服务;人工智能;数据要素;华为概念,国内具有较强竞争力的智慧城市信息技术和行业解决方案提供商,计算机-计算机应用-软件开发,IT指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;同花顺全A;新指数;深证A指;深证综指,16,1611716500.000,2767674.000,164472235.00,418.473,33,300605
300255.SZ,常山药业,8.20,3.929,雄安新区;多肽药;生物医药;抗肿瘤;仿制药;医保目录;肝素;化妆护肤品;医美概念;国产伟哥;创新药;深股通;减肥药,从事肝素原料药和肝素制剂药品研发生产的龙头企业,医药生物-化学制药-化学制剂,中小创新;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业基础;创业板综;制造指数;医药指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,13,7640797300.000,-35385069.000,934966878.00,-24.592,33,300255
000818.SZ,航锦科技,31.62,3.911,金改;盐酸;深股通;液氯;TDI;GPU;军工;集成电路概念;烧碱;创投;燃料电池;融资融券;转融券标的;富时罗素概念;卫星导航;富时罗素概念股;5G;环氧丙烷;芯片概念;标普道琼斯A股;氢能源;股权转让;地方国企改革;湖北国企改革;国企改革;存储芯片,主营氯碱化工和军工电子两大产业,基础化工-化学原料-氯碱,中证1000;中证1000USD;中证A股;中证全指;中证流通;制造指数;化学指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证成指;深证综指,26,21418357000.000,4962567.000,679156000.00,176.659,33,000818
301216.SZ,万凯新材,15.42,3.838,融资融券;新材料概念;食品包装;转融券标的;节能环保;外贸受益概念;光伏概念;深股通;送转填权,瓶级PET产能国内前二，技术专利和工艺水平领先,基础化工-化学制品-聚氨酯,中小创新;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业300;创业基础;创业板综;创质量;制造指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,9,4316298500.000,13782581.700,515093100.00,11.348,33,301216
688115.SH,思林杰,32.05,3.755,智能制造;工业互联网;融资融券;转融券标的;苹果概念;机器视觉;数字孪生,90%以上收入来自于苹果产业链，公司产品主要用于苹果电子产品的自动化检测环节，国内少数可以提供模块化整体检测方案的企业,机械设备-仪器仪表-仪器仪表Ⅲ,A股指数;上证指数;上证流通;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,7,1187247800.000,5085253.100,66670000.00,-108.245,17,688115
