证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
300285.SZ,国瓷材料,153.63,190.22,18.95,9.28,9.46,5.22,3.51,电子-电子化学品-电子化学品Ⅲ,电子材料,消费电子,科技,电子材料,中国产销量知名的氧化锆技术陶瓷专业制造厂商,构建了氧化锆陶瓷材料、环保催化材料、齿科生物材料的产业集群,中证500,"尾气治理,牙科医疗,蓝宝石,陶瓷电容,MSCI,3D打印,国六标准、国六排放、国六,新材料,陶瓷产品",10.11089598445995
300261.SZ,雅本化学,56.41,57.99,6.02,9.26,17.06,3.01,5.45,基础化工-化学制品-农药,农药,化学制品,化工,农药,国内领先的医药及医药中间体和精细化学品定制生产商,少数具备与国际农化公司联合研发能力的企业，医药和农药中间体,中证1000,"生物医药,肝炎,人民币贬值受益,固废处理,CRO,工业大麻,抗癌,垃圾分类,草地贪夜蛾防治,电子商务,跨境电商,新冠特效药,NMN",15.065325830673489
300887.SZ,谱尼测试,44.46,67.06,12.28,9.25,12.19,6.54,15.52,社会服务-其他社会服务-专业服务,检测,社会服务,可选消费,第三方检验检测,国内具有市场竞争力的民营检验检测机构之一,国内民营第三方检测机构中的领军企业,中证1000,"5G,特斯拉,生物医药,军工,体外诊断,基因测序,猴痘,肝炎,新能源汽车,食品安全,CRO,抗原检测,碳中和,土壤修复,幽门螺杆菌,核污染防治",22.200502705960258
002102.SZ,冠福股份,63.41,71.64,2.72,9.24,14.86,3.29,5.24,医药生物-化学制药-原料药,原料药,生物,生物医药,医药中间体+塑贸电商,子公司能特科技生产医药中间体、VE中间体的领军企业,"国内大型日用陶瓷生产商和供应商之一，""中国瓷都""德化的龙头企业",中证2000,"生物医药,维生素,国企改革,地方国企改革,电子商务,黄金",13.476277147248643
300396.SZ,迪瑞医疗,64.47,68.23,24.85,9.18,7.6,4.48,6.94,医药生物-医疗器械-体外诊断,体外诊断,医疗器械,生物医药,诊断仪器,医疗检验仪器及配套试纸试剂制造商,国内领先的医疗检验仪器及配套试剂试纸制造商,中证2000,"体外诊断,国企改革,肝炎,猴痘,央企国企改革,医疗器械,中俄贸易,证金持股",9.719930095731108
300871.SZ,回盛生物,22.35,22.36,13.48,9.15,14.09,0.58,2.69,农林牧渔-农业服务-动物保健,兽药,养殖,必需消费,兽用药品,动物保健领域领先企业,专注于动物保健领域，湖北省兽药工程技术研究中心的依托单位,中证2000,"饲料,宠物经济,兽药",2.7596070757739746
301421.SZ,波长光电,11.85,47.39,40.95,9.05,19.49,2.64,22.44,电子-光学光电子-光学元件,激光设备,机械设备,机械,0,0,国家级专精特新“小巨人”，主营激光光学产品、红外光学产品,,"激光,消费电子,锂电池,光刻胶,光刻机,无人驾驶,芯片,安防,机器人,专精特新,机器视觉",22.266183496441283
301555.SZ,惠柏新材,6.91,29.16,31.6,9.04,13.63,1.23,18.57,基础化工-化工合成材料-合成树脂,合成树脂,合成材料,化工,0,0,风电叶片用环氧树脂市占率国内居前,,"MiniLED,新材料,风电,新能源汽车,比亚迪,3D打印,MicroLED",7.582953815829433
002735.SZ,王子新材,22.71,46.4,11.87,8.7,11.26,3.57,16.49,轻工制造-包装印刷-包装,包装,包装印刷,可选消费,塑料包装膜,电子产品塑料包装行业的领先地位,塑料包装行业率先获得双认证的企业，参与起草了多项国家包装标准,中证2000,"军工,可降解塑料,轨道交通,新能源汽车,飞行汽车(eVTOL),信创,医疗器械,无线充电,储能,比亚迪,光伏",12.626354813570728
603619.SH,中曼石油,119.21,119.52,29.88,8.69,8.69,13.09,11.18,石油石化-油气开采及服务-油服工程,油服工程,石油,资源,钻井工程服务,民营钻井服务龙头，石油装备制造商,国内最具实力的民营钻井工程大包服务承包商和石油装备制造商,中证2000,"天然气,机器人,人民币贬值受益,油气开采,俄乌冲突,一带一路,年报预增",23.623197546965077
300424.SZ,航新科技,26.64,26.7,11.13,8.69,11.33,2.04,7.93,国防军工-国防军工-航空装备,飞机,军工,公共事业,机载设备维修,国内优秀的机载设备及检测设备研制维修商之一,国内领先的航空服务及装备综合保障供应商,中证2000,"航空航天,军工,低空经济,成飞,大数据,虚拟现实,军民融合,通用航空,大飞机,无人机",7.015828024801583
300181.SZ,佐力药业,87.17,101.7,14.5,8.61,9.29,7.54,8.86,医药生物-中药-中药Ⅲ,中药,中药,生物医药,乌灵胶囊,乌灵胶囊为中成药市场神经系统疾病药物的领导品牌,立足于药用真菌生物发酵技术生产中药产品，实现珍稀中药材乌灵参的产业化生产,中证2000,"生物医药,基因测序,冬虫夏草,网络直播,健康中国,共同富裕示范区,电子商务,中医药,医药电商,独角兽,细胞免疫治疗,医疗改革,医保目录",15.717831346236768
870299.BJ,灿能电力,2.03,6.2,6.88,8.52,14.2,0.25,11.9,电力设备-电力设备-电气自控设备,电控设备,电气设备,电力设备,电能质量监测系统,电能质量监测领域龙头,聚焦电力系统电能质量，主营电能质量监测设备及系统,,"特高压,智能电网",2.3651825596281157
688015.SH,交控科技,40.17,40.17,21.29,8.51,13.81,3.39,8.43,交运设备-非汽车交运-轨交设备,高铁,铁路,交通运输,轨道交通信号系统,国产城市轨道交通信号系统龙头,以自有CBTC技术为核心，主营城市轨道交通信号系统项目承包,中证2000,"智能交通,低空经济,元宇宙,轨道交通,区块链",13.825480819965064
300128.SZ,锦富技术,44.63,53.0,4.08,8.51,9.84,1.34,3.1,电子-光学光电子-面板,膜材料,合成材料,化工,光电显示薄膜器件,国内光电显示薄膜器件领域领先企业,中国领先的光电显示薄膜器件生产和整体解决方案提供厂商,,"元器件,国企改革,华为,消费电子,锂电池,OLED设备制造,光伏,宁德时代,石墨烯,地方国企改革,噪声防治,智能终端,江苏国企改革,智能电视",3.42742855779201
301172.SZ,君逸数码,9.58,39.04,31.69,8.19,13.52,2.24,23.56,计算机-计算机应用-IT服务,智慧城市,计算机,科技,智慧城市,业内资质较齐全且资质级别较高的企业之一，主要为智慧城市领域客户提供系统集成服务,业内资质较齐全且资质级别较高的企业之一，主要为智慧城市领域客户提供系统集成服务,中证2000,"新型城镇化,智能交通,华为,人工智能,数字经济,水利,国产软件,时空大数据,网络安全,空间计算,地下管网,安防,大运会,物联网,数据要素,金融科技,智能医疗,智慧城市",12.481671053954358
000554.SZ,泰山石油,21.87,28.99,6.03,8.06,8.06,4.08,19.0,石油石化-石油加工贸易-油品石化贸易,石油贸易,石油,资源,汽油、柴油,中国石化旗下最大的成品油销售公司,公司是中国石化旗下最大的成品油销售公司,中证2000,"天然气,两桶油改革,氢能源,油价上调,国企改革,央企国企改革,可燃冰,俄乌冲突,充电桩,油品改革,年报预增,光伏",9.330021736679571
300411.SZ,金盾股份,42.86,64.47,15.86,8.04,21.39,17.74,42.87,机械设备-专用设备-其他专用设备,工程机械,工程机械,建筑业,通风与空气处理系统,多项通风设备和通风系统核心技术在国内领先,主营地铁、隧道、核电等领域通风系统装备，行业市场占有率第一,,"军工,低空经济,轨道交通,飞行汽车(eVTOL),高铁,核电,军民融合,人工智能,海工装备",125.1604327494209
300641.SZ,正丹股份,64.13,64.14,13.1,8.0,14.26,7.2,11.75,基础化工-化学制品-其他化学制品,化学制品,化学制品,化工,偏苯三酸酐,特种精细化学品和高端环保新材料领域拥有核心技术产权,在特种精细化学品和高端环保新材料领域拥有核心技术产权,,"新材料,锂电池",27.899200863945108
603588.SH,高能环境,99.77,100.68,6.55,7.91,8.07,2.85,2.92,环保-环保-固废治理,垃圾处理,环保,公共事业,固废污染防治,从事固体废物污染防治技术研究和应用,从事固体废物污染防治技术研究和应用的高新技术企业之一,中证1000,"固废处理,铟,金属回收,PPP,医疗废物处理,节能环保,美丽中国,土壤修复,生物质能发电,一带一路,污水处理",4.8033142870187495
301058.SZ,中粮科工,21.83,54.97,10.73,7.84,13.97,4.55,21.02,建筑装饰-建筑装饰-工程咨询服务,粮食,农业,必需消费,粮食储藏工程设计,我国粮油工程设计和设备制造行业领先企业,我国农粮食品和冷链物流行业领先的综合性工程服务商和装备制造商,中证2000,"冰雪产业,乡村振兴,国企改革,粮食,冬奥会,冷链物流,高端装备,央企国企改革,体育产业,中俄贸易,一带一路,中粮系",21.526451136463695
300121.SZ,阳谷华泰,35.82,37.14,9.08,7.84,7.84,1.72,4.92,基础化工-化工合成材料-其他橡胶制品,橡胶,合成材料,化工,橡胶助剂,中国橡胶助剂产品序列最齐全的供应商之一,中国橡胶助剂产品序列最齐全的供应商之一,中证2000,"APEC会议,橡胶,人民币贬值受益,硫磺,硅能源,新材料,芯片",3.3975432530519436
600072.SH,中船科技,125.53,256.86,17.05,7.77,10.62,11.36,9.04,国防军工-国防军工-航海装备,船舶,军工,公共事业,船舶工程承包,船舶工业工程设计龙头企业,船舶工业工程设计龙头企业，大型钢结构工程的设计和承包商,中证1000,"国产航母,船舶升级,军工,国企改革,智能制造,中船系,机械装备,同花顺中特估100,海洋经济,高端装备,PPP,风电,LNG动力船,央企国企改革,海工装备",26.53083677400096
688631.SH,莱斯信息,31.09,136.06,83.23,7.48,8.99,8.18,27.14,计算机-计算机应用-软件开发,交通管理,计算机,科技,空管信息系统,公司在空管交通管理领域均具有较为领先的市场地位,中国电科旗下，空管自动化系统国内市占率第一,,"智能交通,低空经济,国企改革,华为,央企国企改革,智慧城市",20.013119260438366
603018.SH,华设集团,65.39,66.87,9.78,7.47,8.13,16.08,24.68,建筑装饰-建筑装饰-工程咨询服务,工程设计,工程设计,建筑业,勘察设计,交通工程咨询行业江苏地区区域龙头地位,中国首家获得工程设计综合甲级资质并在主板上市的工程咨询企业,中证2000,"新型城镇化,智能交通,腾讯,光伏建筑一体化,ChatGPT,数字乡村,华为,大数据,人工智能,碳中和,边缘计算,AIGC,基建工程,车联网,机器视觉,虚拟数字人,智慧城市,乡村振兴,智能制造,无人驾驶,数字经济,水利,国产软件,空间计算,智慧灯杆,数据交易中心,虚拟现实,数字孪生,物联网,毫米波雷达",29.57067543409353
600389.SH,江山股份,64.55,66.48,14.99,7.46,9.46,2.95,4.66,基础化工-化学制品-农药,农药,化学制品,化工,农药,中国农药生产重点骨干企业,农药化工生产的重点骨干企业,中证1000,"三氯化磷,乡村振兴,草甘膦,草地贪夜蛾防治,登革热,烧碱",6.660195270159217
872541.BJ,铁大科技,3.37,7.75,5.67,7.39,16.67,0.53,15.12,交运设备-非汽车交运-轨交设备,高铁,铁路,交通运输,轨道交通信号监控系统、雷电防护系统,曾2次参与原铁道部信号集中监测（CSM）技术攻关,国家级专精特新“小巨人”，专注于轨道交通行业的通信信号领域,,"专精特新,高铁",5.254918350122223
300397.SZ,天和防务,33.05,42.19,8.15,7.38,13.57,1.68,5.15,国防军工-国防军工-军工电子,军工电子,军工,公共事业,军工装备,公司军工装备为新一代综合进程防御系统,在军民融合综合电子信息领域，拥有先进的技术、成熟的生产工艺,,"5G,军工,卫星导航,华为,大数据,无人驾驶,军民融合,人工智能,芯片,通用航空,海工装备,东数西算（算力）,算力租赁,时空大数据,低空经济,边缘计算,安防,雷达,机器人,数据中心,超材料,毫米波雷达",6.978057002749239
600720.SH,中交设计,92.75,246.37,11.95,7.37,10.96,10.0,11.06,建筑装饰-建筑装饰-工程咨询服务,水泥,建筑材料,建筑业,水泥,甘肃区域水泥行业第一品牌,甘肃区域水泥行业第一品牌,中证1000,"国企改革,兰新白试验区,循环经济,同花顺中特估100,兰州自贸区,工程建材,西部开发,央企国企改革,一带一路",25.6635459188816
688287.SH,观典防务,33.79,33.79,9.12,7.29,8.47,1.33,4.07,国防军工-国防军工-航空装备,飞机,军工,公共事业,无人机禁毒,国内领先的无人机禁毒服务供应商,国内无人机禁毒服务领域龙头,中证2000,"军工,低空经济,人工智能,大数据,无人机",2.9512416805208743
603236.SH,移远通信,110.59,110.59,41.8,7.26,9.16,4.91,4.57,通信-通信设备-通信终端及配件,通信终端,通信,科技,无线通信模组,全球无线信模组龙头企业之一,全球物联网模组龙头，蜂窝物联网模块出货量全球第一，深度布局车载模组,中证1000,"5G,联想,无人零售,英伟达,电力物联网,WiFi 6,6G,人民币贬值受益,长安汽车,无人驾驶,机器人,边缘计算,星闪,移动支付,智能座舱,电子商务,跨境电商,华为海思,物联网,储能,机器视觉,车联网,智能电网,智慧城市,汽车电子,毫米波雷达",9.630819048426991
600458.SH,时代新材,99.87,102.57,12.44,7.24,9.4,3.32,3.42,电力设备-电力设备-风电设备,风电铸件,风电,电力设备,汽车,全球轨道交通车辆减振领域规模第一,全球轨道交通车辆减振领域规模第一，风电叶片规模位居国内第二,中证1000,"5G,特斯拉,OLED材料,国企改革,华为,轨道交通,新能源汽车,有机硅,风电,地震,高铁,噪声防治,央企国企改革,OLED,空中巴士,磁悬浮,新材料,超级电容",6.861689532545951
300732.SZ,设研院,26.35,26.4,8.14,7.11,14.87,2.27,8.98,建筑装饰-建筑装饰-工程咨询服务,工程设计,工程设计,建筑业,勘察设计,河南省交通领域内资质最为齐全的工程咨询企业,河南省交通事业处于龙头地位,中证2000,"新型城镇化,智能交通,装配式建筑,光伏建筑一体化,时空大数据,地下管网,碳交易,雄安新区,人工智能,一带一路,数据要素,车联网",11.156367582358335
600490.SH,鹏欣资源,72.53,80.55,3.64,7.06,11.18,13.34,18.25,有色金属-工业金属-铜,铜,有色金属,资源,阴极铜,以铜、金、钴、铝等金属为主的领先的综合资源服务商,以铜、金、钴、铝等金属为主的领先的综合资源服务商,中证1000,"钴,锂电池,白银,金属镍,黄金,小金属,金属锰,俄乌冲突,锂电原料,金属铜,一带一路,超材料",36.75467064779044
833454.BJ,同心传动,5.2,9.1,8.66,7.05,11.74,0.46,9.25,交运设备-汽车零部件-汽车零部件Ⅲ,传动系统,汽车零部件,汽车,汽车传动轴,有成熟的传动轴制造技术，生产技术处于国内领先水平,公司拥有成熟的传动轴制造技术，生产技术处于国内领先水平,,专精特新,2.5348164913032716
