涨停日期,一字板,涨停数,跌停数,开板数,开板率,连板数,最高 连板,两市 总成交,两市 总涨幅,涨停 总成交,涨停 总封单,涨停 最大封单,涨停封单,涨停 最大成交,涨停成交额,当日题材,连板股,反包股,长腿股,开板股,趋势股,大成交股,page
"2022-08-25
周四
涨停明细",5,58,24,24,29.30%,9,5,9863亿,0.51%,302.11亿,51.75亿,7.27亿,"7.27亿博纳影业, 5.83亿源飞宠物, 5.16亿弘业期货, 3.01亿雪迪龙, 1.57亿中晟高科",36.84亿,"36.8亿广汇能源, 16.9亿神火股份, 16.4亿中远海特, 14.1亿兖矿能源, 12.1亿上海能源",燃气/消费电子/仪器仪表/物流行业/石油行业/食品饮料/电网设备,"5板德龙汇能, 4板捷荣技术, 3板国新能源/雪迪龙, 2板黑芝麻/中晟高科/西部创业/融钰集团/新华百货",渤海股份/动力源/佳力图/中远海特/长航凤凰/正虹科技/民生控股,21.62%捷荣技术/19.73%长航凤凰/16.62%德石股份/16.43%家联科技/15.46%乐歌股份/15.01%盈方微/14.84%星帅尔,"6板神雾节能(-6.55%), 4板中广天择(4.54%), 3板中科云网(2.3%), 2板神驰机电(5.79%), 1板焦作万方(7.23%), 1板石化机械(7.34%), 1板三湘印象(4.21%)","97天ST红太阳, 91天派能科技, 83天京能电力, 83天东尼电子, 83天普源精电, 82天盛路通信, 82天国恩股份, 82天天成自控, 82天奥特维, 80天雪天盐业",92亿宁德时代/86亿天齐锂业/55亿通威股份/47亿中国平安/46亿国元证券/46亿阳光电源/45亿隆基绿能/43亿比亚迪/41亿贵州茅台/39亿赣锋锂业/37亿广汇能源/36亿亿纬锂能,
"2022-08-24
周三
涨停明细",4,33,31,28,45.90%,13,4,11259亿,-2.37%,154.24亿,30.9亿,6.04亿,"6.04亿源飞宠物, 3.76亿博纳影业, 3.18亿弘业期货, 2.78亿雪迪龙, 1.61亿智光电气",25.99亿,"26亿东旭蓝天, 12.6亿立新能源, 9.7亿道明光学, 8.3亿智光电气, 7.7亿德龙汇能",环保行业/燃气/文化传媒/消费电子/电力行业/电网设备/仪器仪表,"4板德龙汇能/神雾节能, 3板捷荣技术/中广天择/惠威科技, 2板智光电气/雪迪龙/大元泵业/凤凰传媒/深华发Ａ/东旭蓝天/力源科技",新 华 都/中科云网/东方网络,17.50%农心科技/17.38%*ST光一/16.32%道明光学/15.70%神雾节能/15.20%安克创新/14.12%深华发Ａ/14.09%线上线下,"3板长航凤凰(2.28%), 3板数源科技(1.94%), 3板农心科技(6.46%), 3板中远海特(9.59%), 2板深 赛 格(-1.68%), 2板国元证券(5%), 2板宝光股份(7.23%), 2板海量数据(4.93%)","96天ST红太阳, 90天派能科技, 83天奥海科技, 82天新朋股份, 82天京能电力, 82天东尼电子, 82天普源精电, 81天盛路通信, 81天国恩股份, 81天天成自控",163亿宁德时代/75亿天齐锂业/65亿通威股份/61亿长安汽车/59亿比亚迪/59亿亿纬锂能/49亿中国平安/46亿国元证券/44亿阳光电源/44亿东方财富/43亿隆基绿能/38亿江淮汽车,
"2022-08-23
周二
涨停明细",5,69,3,31,31.00%,11,5,10023亿,-0.23%,395.15亿,50.11亿,4.08亿,"4.08亿弘业期货, 3.02亿博纳影业, 2.36亿雪迪龙, 2.1亿东旭蓝天, 2.04亿农心科技",45.42亿,"45.4亿京山轻机, 31.3亿首航高科, 20.4亿德赛电池, 16.2亿金发科技, 15.9亿三维化学",光学光电/燃气/环保行业/消费电子/通用设备/文化传媒/航运港口,"5板深纺织Ａ, 3板德龙汇能/神雾节能, 2板捷荣技术/数源科技/贵绳股份/中广天择/长航凤凰/惠威科技/辉煌科技/传艺科技",智光电气/中远海特,22.48%力源科技/18.48%科信技术/17.23%迪森股份/16.75%博力威/16.06%金盘科技/15.74%中熔电气/14.67%康平科技/14.49%三维化学,"5板中南文化(-6.21%), 3板奥拓电子(0%), 2板东方网络(0.83%), 2板天融信(6.74%), 2板绿康生化(8.07%), 2板华体科技(4.15%), 1板东旭光电(7.58%), 1板贵州轮胎(8.98%)","95天ST红太阳, 89天派能科技, 82天奥海科技, 81天新朋股份, 81天京能电力, 81天东尼电子, 81天普源精电, 80天盛路通信, 80天国恩股份, 80天天成自控",95亿通威股份/82亿天齐锂业/73亿宁德时代/66亿隆基绿能/45亿京山轻机/45亿贵州茅台/43亿盛新锂能/42亿阳光电源/39亿五 粮 液/37亿东方雨虹/36亿亿纬锂能/34亿长安汽车,
"2022-08-22
周一
涨停明细",5,66,6,29,30.50%,11,5,10269亿,0.90%,437.02亿,55.8亿,5.28亿,"5.28亿弘业期货, 4.11亿源飞宠物, 3.8亿盛新锂能, 3.26亿天齐锂业, 3.21亿博纳影业",112.42亿,"112.4亿天齐锂业, 28.8亿盛新锂能, 26.4亿长城汽车, 20.3亿国光电器, 18亿远大智能",专用设备/光学光电/游戏/消费电子/仪器仪表/环保行业/燃气,"5板远大智能, 4板深纺织Ａ/中南文化, 3板五方光电/国光电器, 2板智能自控/神雾节能/奥拓电子/双象股份/沈阳化工/德龙汇能",大晟文化/怡球资源,23.74%利元亨/20.15%盈方微/19.34%华立科技/18.37%德固特/16.90%文一科技/16.83%中南文化/16.59%呈和科技/16.29%ST天山/16.22%卓翼科技/15.75%*ST光一/15.49%建发股份/15.17%远大智能,"3板惠天热电(8.35%), 2板达 意 隆(1.82%), 2板乐山电力(4.7%), 2板今创集团(7.79%), 2板威派格(4.24%), 1板华塑控股(5.73%), 1板中交地产(7%), 1板大庆华科(5.19%)","94天ST红太阳, 88天派能科技, 81天奥海科技, 80天新朋股份, 80天京能电力, 80天东尼电子, 80天普源精电, 79天盛路通信, 79天国恩股份, 79天天成自控",115亿隆基绿能/112亿天齐锂业/103亿通威股份/78亿宁德时代/48亿长安汽车/48亿比亚迪/46亿赣锋锂业/46亿华友钴业/38亿三安光电/37亿阳光电源/37亿立讯精密/35亿亿纬锂能,
"2022-08-19
周五
涨停明细",4,49,13,20,29.00%,13,4,11203亿,-0.93%,294.8亿,36.81亿,3.76亿,"3.76亿英威腾, 3.62亿弘业期货, 2.16亿渤海股份, 1.82亿国光电器, 1.69亿华能国际",34.14亿,"34.1亿太阳能, 27.6亿国光电器, 17.1亿电投能源, 15.1亿三维化学, 14.2亿上海电力",专用设备/光学光电/游戏/化学原料/塑料制品/交运设备/消费电子,"4板远大智能, 3板深纺织Ａ/英威腾/中南文化/三维化学, 2板五方光电/新日股份/宇环数控/新纶新材/圣阳股份/国光电器/道明光学",北纬科技/渤海股份,17.02%安达智能/15.73%神雾节能/15.54%三维化学/15.21%道明光学/15.12%明月镜片,"6板川润股份(1.87%), 3板国恩股份(-2.11%), 2板吉大正元(5.81%), 2板哈空调(2.64%), 2板伟时电子(2.28%), 1板东旭蓝天(7.44%), 1板广宇发展(9.08%), 1板翔鹭钨业(2.83%)","93天ST红太阳, 87天派能科技, 80天奥海科技, 79天新朋股份, 79天京能电力, 79天东尼电子, 79天普源精电, 78天盛路通信, 78天国恩股份, 78天天成自控",119亿通威股份/118亿隆基绿能/66亿三安光电/58亿宁德时代/56亿阳光电源/54亿天齐锂业/53亿天合光能/48亿晶澳科技/48亿长春高新/45亿长安汽车/40亿比亚迪/39亿特变电工,
"2022-08-18
周四
涨停明细",5,79,4,30,27.50%,13,5,10543亿,-0.54%,449.08亿,50.77亿,5.73亿,"5.73亿弘业期货, 3.76亿英威腾, 2.71亿京山轻机, 1.56亿杭萧钢构, 1.46亿川润股份",30.73亿,"30.7亿京山轻机, 22.1亿南方精工, 19.4亿杭萧钢构, 19.2亿皇氏集团, 17.7亿横店东磁",工程机械/汽车零部/专用设备/光伏设备/通用设备/电机/光学光电,"5板川润股份, 3板远大智能/亿晶光电/南方精工, 2板深纺织Ａ/英威腾/国恩股份/三维化学/中恒电气/凯中精密/隆基机械/中南文化",维科技术/皇氏集团/杭萧钢构/国光电器/清源股份,22.33%天益医疗/22.24%ST天龙/21.16%天岳先进/20.93%明志科技/20.90%民德电子/18.76%创耀科技/18.59%光莆股份/18.13%国缆检测/17.62%苏大维格/16.56%菲沃泰/16.15%宇环数控/16.13%朗特智能,"5板绿康生化(2.29%), 4板北京科锐(-2.46%), 4板亚振家居(1.04%), 3板蓝科高新(-2.91%), 3板金辰股份(7.01%), 2板渤海股份(-1.5%), 2板创维数字(8.8%), 2板科远智慧(5.48%)","92天ST红太阳, 86天派能科技, 79天奥海科技, 78天新朋股份, 78天京能电力, 78天东尼电子, 78天普源精电, 77天盛路通信, 77天国恩股份, 77天天成自控",79亿宁德时代/71亿通威股份/68亿三安光电/49亿阳光电源/47亿比亚迪/44亿贵州茅台/41亿亿纬锂能/40亿歌尔股份/40亿长安汽车/37亿隆基绿能/36亿通富微电/36亿天齐锂业,
"2022-08-17
周三
涨停明细",4,66,4,31,32.00%,15,6,10747亿,0.73%,404.35亿,43.89亿,3.24亿,"3.24亿弘业期货, 3.14亿智微智能, 2.62亿国元证券, 2.05亿英威腾, 1.96亿四维图新",31.39亿,"31.4亿四维图新, 26.5亿国元证券, 23亿宝塔实业, 20.5亿南方精工, 14.2亿亿晶光电",通用设备/农药兽药/工程机械/电力行业/装修建材/专用设备/电网设备,"6板宝塔实业, 4板川润股份/绿康生化, 3板亚振家居/乐山电力, 2板远大智能/蓝光发展/华西能源/北京科锐/亿晶光电/蓝科高新/泰瑞机器",威创股份/美尔雅,22.11%宝塔实业/19.61%英诺激光/19.47%力星股份/18.57%智立方/17.38%华依科技/16.26%南方精工/16.14%赛特新材/15.75%乐山电力/14.02%快可电子,"3板皇氏集团(2.22%), 3板科士达(7.8%), 3板清源股份(-2.19%), 2板国光电器(-1.93%), 2板新 华 都(5.34%), 2板名雕股份(1.44%), 2板维科技术(4.26%), 2板华资实业(1.41%)","91天ST红太阳, 85天派能科技, 78天奥海科技, 77天新朋股份, 77天京能电力, 77天东尼电子, 77天普源精电, 76天盛路通信, 76天国恩股份, 76天天成自控",99亿宁德时代/68亿比亚迪/54亿东方财富/54亿歌尔股份/53亿通威股份/52亿天齐锂业/51亿亿纬锂能/48亿长安汽车/41亿钒钛股份/41亿通富微电/40亿阳光电源/40亿立讯精密,
"2022-08-16
周二
涨停明细",3,76,1,41,35.00%,15,5,10203亿,0.07%,399.41亿,42.62亿,2.74亿,"2.74亿方大集团, 2.43亿弘业期货, 1.55亿川润股份, 1.43亿钒钛股份, 1.21亿蓝光发展",39.77亿,"39.8亿钒钛股份, 20.3亿立新能源, 17.8亿宝塔实业, 17.3亿中京电子, 16.9亿南方精工",通用设备/电子元件/工程机械/农药兽药/装修建材/电网设备/装修装饰,"5板宝塔实业, 4板中京电子, 3板川润股份/绿康生化, 2板广安爱众/翔鹭钨业/柘中股份/科士达/亚厦股份/清源股份/上海雅仕/皇氏集团",立新能源/富煌钢构/泰瑞机器/北京科锐,18.49%南方精工/18.38%古鳌科技/17.30%元琛科技/17.09%景业智能/16.17%久盛电气/16.09%铭利达/15.72%保立佳/14.04%苏大维格,"3板万润科技(-1.72%), 2板北方国际(2.5%), 2板依依股份(1.95%), 2板威创股份(1.96%), 2板万和电气(0.2%), 2板美尔雅(0.28%), 2板江苏阳光(5.76%), 2板星湖科技(8.9%)","90天ST红太阳, 84天派能科技, 77天奥海科技, 76天新朋股份, 76天京能电力, 76天东尼电子, 76天普源精电, 75天盛路通信, 75天国恩股份, 75天川投能源",85亿宁德时代/68亿天齐锂业/58亿通威股份/50亿比亚迪/50亿阳光电源/46亿药明康德/46亿特变电工/45亿TCL中环/40亿隆基绿能/40亿钒钛股份/39亿通富微电/38亿长安汽车,
"2022-08-15
周一
涨停明细",4,73,7,26,26.30%,12,4,9765亿,0.15%,397.21亿,37.92亿,3.37亿,"3.37亿弘业期货, 2.26亿海螺新材, 2.12亿西藏珠峰, 1.6亿宇环数控, 1.05亿华映科技",63.18亿,"63.2亿TCL中环, 19.1亿中京电子, 16亿宝塔实业, 11.5亿日出东方, 10.3亿祥鑫科技",通用设备/电子元件/光学光电/家用轻工/纺织服装/工程机械/化学制品,"4板宇环数控/宝塔实业, 3板中京电子/东晶电子, 2板华映科技/沧州大化/万润科技/绿康生化/川润股份/华锦股份/兴业科技/群兴玩具",宝明科技/文一科技/合力泰/祥鑫科技/翔鹭钨业/振江股份,29.19%金利华电/22.20%日出东方/21.52%同飞股份/18.63%纵横股份/17.44%中京电子/17.39%*ST文化/16.80%太龙股份/16.80%英诺激光/16.18%铂科新材/15.64%鼎阳科技/15.32%东晶电子/15.21%ST天龙,"13板立新能源(3.79%), 5板东旭蓝天(-2.65%), 3板远 望 谷(-1.54%), 2板华尔泰(8.22%), 2板奥拓电子(1%), 1板佛山照明(7.18%), 1板冠捷科技(4.72%), 1板国机精工(4.78%)","89天ST红太阳, 83天派能科技, 76天奥海科技, 75天新朋股份, 75天京能电力, 75天东尼电子, 75天普源精电, 74天盛路通信, 74天国恩股份, 74天川投能源",75亿天齐锂业/71亿宁德时代/63亿TCL中环/56亿通威股份/52亿海康威视/47亿亿纬锂能/45亿阳光电源/43亿比亚迪/39亿隆基绿能/39亿通富微电/37亿贵州茅台/35亿华大九天,
"2022-08-12
周五
涨停明细",3,56,7,32,36.40%,12,4,9998亿,-0.29%,293.8亿,39.92亿,3.05亿,"3.05亿国光电器, 2.84亿弘业期货, 2.3亿中京电子, 2.27亿东旭蓝天, 1.65亿中化岩土",24.83亿,"24.8亿立新能源, 23.5亿国元证券, 17.2亿胜利精密, 15.3亿黄河旋风, 12.8亿海联金汇",电力行业/通用设备/消费电子/专用设备/食品饮料/电子元件/软件开发,"4板东旭蓝天, 3板国光电器/宇环数控/麦趣尔/赛象科技/宝塔实业, 2板中京电子/漫步者/胜利精密/国元证券/国新健康/东晶电子",远 望 谷,20.63%新晨科技/19.01%金太阳/16.79%常青股份/15.67%魅视科技/14.86%七彩化学/14.66%*ST腾信/14.65%远 望 谷/14.45%宇环数控,"4板文一科技(-9.72%), 3板科瑞技术(-0.52%), 2板新朋股份(-1.49%), 2板宏和科技(1.74%), 2板常青股份(5.73%), 1板皇庭国际(4.8%), 1板广宇发展(6.41%), 1板嘉凯城(5.53%)","93天飞科电器, 88天ST红太阳, 82天派能科技, 79天盐津铺子, 75天奥海科技, 74天新朋股份, 74天京能电力, 74天东尼电子, 74天普源精电, 73天盛路通信",59亿歌尔股份/51亿通富微电/50亿东方财富/45亿中国宝安/45亿天齐锂业/42亿光大证券/41亿苏州固锝/39亿贵州茅台/38亿韦尔股份/37亿宁德时代/34亿立讯精密/32亿隆基绿能,
"2022-08-11
周四
涨停明细",5,71,4,28,28.30%,16,8,10671亿,1.82%,401.67亿,63.65亿,6.02亿,"6.02亿魅视科技, 4.93亿立新能源, 4.18亿东旭蓝天, 3.6亿歌尔股份, 3.09亿弘业期货",60.86亿,"60.9亿歌尔股份, 32.2亿大港股份, 26.9亿光大证券, 19.1亿南京证券, 14亿联创电子",半导体/通信服务/专用设备/家电行业/塑料制品/电力行业/消费电子,"8板大港股份, 5板奥维通信, 3板东旭蓝天/日出东方/文一科技/鹿山新材, 2板创元科技/麦趣尔/国光电器/宇环数控/赛象科技/科瑞技术",中超控股,20.54%万马科技/19.62%邦德股份/19.31%光弘科技/18.97%金三江/18.80%国安达/16.97%珠海冠宇/15.59%传音控股/15.44%威腾电气/14.66%华立科技/14.06%正业科技,"3板苏州固锝(2.25%), 3板江河集团(6.74%), 2板大为股份(3.07%), 2板红墙股份(5.88%), 1板中国宝安(8.64%), 1板远大控股(7.08%), 1板联科科技(6.32%)","92天飞科电器, 87天ST红太阳, 81天派能科技, 78天盐津铺子, 77天长江电力, 74天奥海科技, 73天新朋股份, 73天京能电力, 73天东尼电子, 73天普源精电",102亿东方财富/61亿歌尔股份/57亿天齐锂业/55亿立讯精密/55亿苏州固锝/52亿长安汽车/52亿比亚迪/49亿宁德时代/49亿贵州茅台/46亿通富微电/45亿通威股份/45亿中国宝安,
"2022-08-10
周三
涨停明细",5,76,2,29,27.60%,11,7,9668亿,-0.70%,337.2亿,56.93亿,6.03亿,"6.03亿魅视科技, 5.99亿立新能源, 2.97亿弘业期货, 2.76亿苏州固锝, 1.68亿东旭蓝天",31.08亿,"31.1亿金晶科技, 16.7亿达华智能, 16.3亿南方精工, 15.6亿西藏城投, 15.5亿苏州固锝",半导体/汽车零部/通信服务/通用设备/专用设备/电力行业/家电行业,"7板大港股份, 5板南方精工, 4板奥维通信, 3板伟隆股份, 2板文一科技/日出东方/东旭蓝天/苏州固锝/清源股份/鹿山新材/大元泵业",东易日盛/江河集团/鸣志电器,27.29%骏创科技/22.08%申菱环境/21.40%威腾电气/21.40%菲沃泰/19.92%中洲特材/19.04%伟隆股份/18.80%润禾材料/18.65%松原股份/16.95%百洋医药/16.71%汉宇集团/16.38%飞龙股份/16.01%正帆科技,"3板烽火电子(-1.85%), 3板通达动力(-2.03%), 3板宇晶股份(6.49%), 2板汇源通信(6.83%), 2板天地在线(4.52%), 2板精伦电子(4.13%), 2板多伦科技(5.14%), 1板平潭发展(4.5%)","91天飞科电器, 86天ST红太阳, 80天派能科技, 77天盐津铺子, 76天长江电力, 73天奥海科技, 72天新朋股份, 72天京能电力, 72天东尼电子, 72天普源精电",80亿比亚迪/66亿通富微电/53亿贵州茅台/51亿天齐锂业/44亿北方华创/43亿华友钴业/41亿阳光电源/41亿宁德时代/40亿长安汽车/37亿江淮汽车/36亿通威股份/34亿中来股份,
"2022-08-09
周二
涨停明细",2,69,1,33,32.30%,16,6,9531亿,0.28%,356.79亿,50.7亿,7.12亿,"7.12亿立新能源, 3.75亿弘业期货, 2.93亿通富微电, 2.74亿首航高科, 2.13亿苏州固锝",53.87亿,"53.9亿通富微电, 24.1亿合盛硅业, 22.7亿大港股份, 18亿苏州固锝, 16.3亿XD山煤国",半导体/汽车零部/通信服务/通用设备/通信设备/纺织服装/家用轻工,"6板大港股份, 4板南方精工, 3板奥维通信/康强电子/通富微电, 2板锋龙股份/金鸿顺/汇洁股份/宇晶股份/通达动力/烽火电子/沐邦高科",继峰股份,24.50%气派科技/20.71%深科达/20.20%容知日新/18.61%嘉寓股份/18.43%步科股份/18.14%江丰电子/17.96%康强电子/17.60%*ST腾信/17.56%晋拓股份/16.94%敏芯股份/15.99%多伦科技/15.34%秋田微,"3板北纬科技(-6.24%), 3板同兴达(7.11%), 2板汉钟精机(4.22%), 2板亚太股份(0.45%), 2板泰嘉股份(8.51%), 2板意华股份(2.37%), 2板仕净科技(15.55%), 2板迪生力(0.25%)","90天飞科电器, 85天ST红太阳, 79天派能科技, 76天盐津铺子, 75天长江电力, 72天奥海科技, 71天新朋股份, 71天京能电力, 71天东尼电子, 71天普源精电",65亿阳光电源/58亿通威股份/58亿宁德时代/54亿通富微电/53亿天齐锂业/52亿隆基绿能/49亿长安汽车/44亿北方华创/37亿长电科技/37亿比亚迪/34亿TCL中环/34亿华大九天,
"2022-08-08
周一
涨停明细",2,99,6,24,19.50%,14,5,9528亿,0.29%,486.5亿,65.98亿,7.52亿,"7.52亿立新能源, 2.82亿阳 光 城, 2.64亿通富微电, 2.22亿北纬科技, 2.04亿大港股份",51.45亿,"51.4亿通富微电, 25.2亿金晶科技, 24.7亿三花智控, 13.9亿广东鸿图, 13.6亿大港股份",半导体/汽车零部/电网设备/计算机设/电机/通信服务/专用设备,"5板大港股份, 3板中超控股/达华智能/南方精工, 2板通富微电/朗迪集团/海利尔/北纬科技/奥维通信/康力电梯/康强电子/西藏城投",常铝股份,29.33%欣锐科技/27.66%标榜股份/26.78%多瑞医药/22.45%松原股份/21.71%聆达股份/19.53%三超新材/19.49%奥维通信/19.44%深科达/18.38%鼎捷软件/18.18%善水科技/17.98%濮阳惠成/17.94%华大九天,"3板华西股份(2.08%), 2板皇庭国际(4.35%), 2板嘉欣丝绸(1.51%), 2板京北方(3.9%), 1板嘉凯城(7.56%), 1板千味央厨(3.6%), 1板中天服务(4.2%)","89天飞科电器, 84天ST红太阳, 78天派能科技, 75天盐津铺子, 74天长江电力, 71天奥海科技, 70天新朋股份, 70天京能电力, 70天东尼电子, 70天普源精电",70亿天齐锂业/55亿北方华创/51亿通富微电/47亿长电科技/45亿宁德时代/42亿比亚迪/41亿华大九天/40亿中国中免/37亿隆基绿能/34亿长安汽车/34亿阳光电源/33亿晶方科技,
"2022-08-05
周五
涨停明细",4,60,8,27,31.00%,8,5,9953亿,1.44%,493.46亿,64.38亿,17.37亿,"17.37亿立新能源, 2.73亿大港股份, 2.72亿通富微电, 2.59亿晶方科技, 2.35亿北方华创",48.04亿,"48亿北方华创, 34.1亿士兰微, 29.4亿长春高新, 20.2亿中国软件, 19.7亿通富微电",农药兽药/半导体/软件开发/汽车零部/电网设备/互联网服/计算机设,"5板绿康生化, 4板大港股份, 3板多伦科技, 2板南方精工/华西股份/中超控股/达华智能/南威软件",亚翔集成,20.65%明微电子/20.62%国芯科技/20.31%中望软件/20.00%龙芯中科/20.00%时代电气/18.76%华大九天/18.62%福昕软件/18.50%概伦电子/18.30%XR华峰测/18.19%卓易信息/17.88%新益昌/17.85%睿创微纳,"3板飞龙股份(0%), 3板沃特股份(0.62%), 3板中晶科技(3.68%), 3板精伦电子(-6.1%), 3板概伦电子(12.86%), 2板三湘印象(7.02%), 2板大连电瓷(-2.33%), 2板三利谱(8.3%)","88天飞科电器, 83天ST红太阳, 77天派能科技, 74天盐津铺子, 73天长江电力, 70天奥海科技, 69天新朋股份, 69天京能电力, 69天天味食品, 69天东尼电子",67亿天齐锂业/62亿宁德时代/51亿比亚迪/48亿长安汽车/48亿北方华创/45亿巨轮智能/45亿三安光电/41亿长电科技/39亿贵州茅台/39亿东方财富/37亿北方稀土/34亿士兰微,
