,0,1,2,3,4,5,6,7,8,9,10,11
223,NO0010840515-XOSL,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
224,FR0011040500-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
225,NO0012861683-MERK,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
226,IT0004812258-XMLI,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
227,BE0974400328-XBRU,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
228,NL00150006Z9-XAMS,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203040,Electronic Entertainment,,,
229,NL00150007A0-XAMS,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203040,Electronic Entertainment,,,
230,IT0003261697-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
231,IT0003261697-MTAH,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
232,PTAZR0AM0006-XMLI,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203010,Consumer Electronics,,,
233,IT0001268561-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203010,Consumer Electronics,,,
234,LU1789205884-XAMS,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401010,Diversified Retailers,,,
235,PTBCP0AM0015-XLIS,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
236,IT0005187460-MTAA,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
237,NO0010633951-XOSL,30,Financials,3020,Financial Services,302010,Finance and Credit Services,30201020,Consumer Lending,,,
238,FR0013384369-ALXP,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201020,Specialty Chemicals,,,
239,MC0000031187-XPAR,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
240,FO0000000179-XOSL,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
241,NO0010810476-MERK,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
242,FR0013258399-XPAR,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
243,NL0000337319-XAMS,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101010,Construction,,,
244,IT0001031084-MTAA,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
245,IT0003188064-MTAA,30,Financials,3020,Financial Services,302010,Finance and Credit Services,30201025,Mortgage Finance,,,
246,IT0004776628-MTAH,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
247,IT0004776628-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
248,IT0005508921-MTAA,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
249,IT0005508921-MTAH,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
250,IT0003173629-MTAA,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
251,ES0113211835-TNLB,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
252,IT0005218380-MTAH,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
253,IT0005218380-MTAA,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
254,ES0113900J37-TNLB,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
255,ES0113900J37-BGEM,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
256,ES0113900J37-MTAH,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
257,BE0003870871-XBRU,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
258,IE0000730790-XMSM,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
259,IE0000730808-XMSM,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
260,IE00BD1RP616-XMSM,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
261,FR0000062788-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
262,BE0974362940-XBRU,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102030,Computer Hardware,,,
263,ES0105362000-XMLI,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102000,Diversified REITs,,,
264,SGXZ33675836-MERK,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
265,IE00B66B5T26-XESM,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101010,Oil: Crude Producers,,
266,DE000BASF111-MTAH,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
267,DE000BASF111-BGEM,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
268,NL0011872650-XAMS,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501030,Recreational Services,,,
269,IT0001033700-MTAA,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401020,Apparel Retailers,,,
270,BE0003674851-XBRU,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
271,FR0004023208-XPAR,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
272,FR0000035370-XPAR,20,Health Care,2010,Health Care,201010,Health Care Providers,20101025,Health Care Services,,,
273,IT0004412497-MTAA,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
274,FR0010436170-XMLI,55,Basic Materials,5510,Basic Resources,551030,Precious Metals and Mining,55103020,Diamonds and Gemstones,,,
275,DE000BAY0017-BGEM,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
276,DE000BAY0017-MTAH,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
277,CH0038389992-MTAA,30,Financials,3020,Financial Services,302040,Closed End Investments,30204000,Closed End Investments,,,
278,ES0113211835-MTAH,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
279,ES0113211835-BGEM,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
280,IT0000784196-MTAA,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
281,IT0001073045-MTAA,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
282,IT0001041000-MTAA,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
283,FR0000035305-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
284,NL0012866412-XAMS,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
285,CH0451123589-XMLI,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
286,BE0003661726-XBRU,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
287,CH1148983609-XMLI,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401030,Specialty Retailers,,,
288,IT0001487047-MTAA,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
289,IT0001223277-MTAA,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202025,Electronic Equipment: Gauges and Meters,,,
290,DE0005200000-BGEM,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201020,Personal Products,
291,BE0974258874-XBRU,55,Basic Materials,5510,Basic Resources,551020,Industrial Metals and Mining,55102010,Iron and Steel,,,
292,FR0014003FE9-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
293,IT0005497042-EXGM,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203055,Recreational Vehicles and Boats,,,
294,NO0003094104-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
295,BE0003723377-XBRU,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
296,BE0974314461-XBRU,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202015,Household Furnishings,,,
297,GB00BGHPT808-MERK,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
298,FR0000035164-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203055,Recreational Vehicles and Boats,,,
299,LU2355630455-XAMS,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
300,LU2355630968-XAMS,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
301,PTSLB0AM0010-XLIS,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501030,Recreational Services,,,
302,NO0010950249-MERK,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201010,Chemicals and Synthetic Fibers,,,
303,NO0010650013-XOSL,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
304,NO0012921495-XOSL,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
305,FR0000066961-ALXP,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501040,Restaurants and Bars,,,
306,NL0000339703-XAMS,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401025,Home Improvement Retailers,,,
307,NL0000285278-XAMS,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
308,NO0010890965-XOSL,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203030,Containers and Packaging,,,
309,IT0005144768-EXGM,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
310,IT0005244402-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
311,IT0004222102-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202025,Household Equipment and Products,,,
312,FR0000120966-XPAR,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201030,Nondurable Household Products,
313,NO0012706763-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
314,IT0003097257-MTAA,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
315,IT0005495335-EXGM,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205010,Industrial Suppliers,,,
316,FR0000074072-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203040,Electronic Entertainment,,,
317,FR0004174233-ALXP,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
318,FR0013345493-ALXP,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202020,Electronic Equipment: Control and Filter,,,
319,BE0974281132-XBRU,20,Health Care,2010,Health Care,201010,Health Care Providers,20101025,Health Care Services,,,
320,FR0012788065-ALXP,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
321,IT0005516130-MTAA,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
322,NO0010955198-MERK,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
323,FR0013280286-XPAR,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
324,FR0012816825-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
325,FR0013507290-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
326,BE0974280126-XBRU,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
327,BE0970179827-XBRU,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
328,FR0011005933-ALXP,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
329,BE0974386188-XBRU,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201015,Fertilizers,,,
330,NO0010755101-MERK,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202010,Home Construction,,,
331,FR0000062150-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102030,Office REITs,,,
332,FR0013340973-XMLI,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
333,FR0011041011-ALXP,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
334,NO0010379266-XOSL,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101010,Oil: Crude Producers,,
335,DE0005190003-BGEM,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
336,DE0005190003-MTAH,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
337,FR0000131104-MTAH,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
338,FR0000131104-BGEM,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
339,FR0000131104-XPAR,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
340,FR0011365907-ALXP,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
341,FR0010106039-XMLI,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401020,Apparel Retailers,,,
342,US0970231058-TNLB,50,Industrials,5020,Industrial Goods and Services,502010,Aerospace and Defense,50201010,Aerospace,,,
343,FR0000061129-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
344,FR0000039299-XPAR,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206060,Transportation Services,,,
345,FR0000063935-XPAR,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
346,NO0003110603-XOSL,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203000,Diversified Industrials,,,
347,BE6333353298-XMLI,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
348,FR0011814938-ALXP,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
349,NO0003111700-XOSL,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
350,IT0003217335-MTAA,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204050,Machinery: Specialty,,,
351,BMG1466R1732-XOSL,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
352,NO0010657505-XOSL,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201020,Specialty Chemicals,,,
353,FR0000054421-ALXP,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401025,Home Improvement Retailers,,,
354,FR0000074254-XPAR,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
355,GG00B1FQG453-XAMS,30,Financials,3020,Financial Services,302040,Closed End Investments,30204000,Closed End Investments,,,
