,0,1,2,3,4,5,6,7,8,9
1022,,<a href='/en/product/equities/FR0000036675-XPAR/groupe-crit/cen/quotes' data-order='GROUPE CRIT' data-title-hover='GROUPE CRIT'>GROUPE CRIT</a>,FR0000036675,CEN,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>77.00</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.79%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">77.00</div>","<div class=""text-right"">17 Jul 2023</div>"
1023,,<a href='/en/product/equities/FR0012819381-ALXP/groupe-guillin/algil/quotes' data-order='GROUPE GUILLIN' data-title-hover='GROUPE GUILLIN'>GROUPE GUILLIN</a>,FR0012819381,ALGIL,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>27.10</span></div>,<div class='text-right pd_percent'><span class=red>-0.73%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">27.10</div>","<div class=""text-right"">17 Jul 2023</div>"
1024,,<a href='/en/product/equities/FR0004010338-XPAR/groupe-jaj/gjaj/quotes' data-order='GROUPE JAJ' data-title-hover='GROUPE JAJ'>GROUPE JAJ</a>,FR0004010338,GJAJ,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>1.44</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >11:30 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">1.44</div>","<div class=""text-right"">17 Jul 2023</div>"
1025,,<a href='/en/product/equities/BE0011606630-VPXB/groupe-josi/quotes' data-order='GROUPE JOSI' data-title-hover='GROUPE JOSI'>GROUPE JOSI</a>,BE0011606630,,<div class='nowrap pointer' title='Euronext Expert Market' >VPXB</div>,"<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>1,432.00</span></div>",<div class='text-right pd_percent'><span class=text-brand-kelly-green>77.23%</span></div>,"<div class='text-right pointer tooltipDesign' >21 Apr 2015<span class=""tooltiptext"">12:00 CEST</span></div>","<div class=""text-right"">1,430.00</div>","<div class=""text-right"">17 Jul 2023</div>"
1026,,<a href='/en/product/equities/FR0000075442-ALXP/groupe-ldlc/alldl/quotes' data-order='GROUPE LDLC' data-title-hover='GROUPE LDLC'>GROUPE LDLC</a>,FR0000075442,ALLDL,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>20.60</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">20.60</div>","<div class=""text-right"">17 Jul 2023</div>"
1027,,<a href='/en/product/equities/FR0013439627-ALXP/groupe-okwind/alokw/quotes' data-order='GROUPE OKWIND' data-title-hover='GROUPE OKWIND'>GROUPE OKWIND</a>,FR0013439627,ALOKW,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>24.50</span></div>,<div class='text-right pd_percent'><span class=red>-3.54%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">24.50</div>","<div class=""text-right"">17 Jul 2023</div>"
1028,,<a href='/en/product/equities/FR0012612646-XPAR/groupe-partouche/parp/quotes' data-order='GROUPE PARTOUCHE' data-title-hover='GROUPE PARTOUCHE'>GROUPE PARTOUCHE</a>,FR0012612646,PARP,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>21.80</span></div>,<div class='text-right pd_percent'><span class=red>-0.91%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">21.80</div>","<div class=""text-right"">17 Jul 2023</div>"
1029,,<a href='/en/product/equities/FR0010529719-XMLI/groupe-plus-values/mlpvg/quotes' data-order='GROUPE PLUS-VALUES' data-title-hover='GROUPE PLUS-VALUES'>GROUPE PLUS-VALUES</a>,FR0010529719,MLPVG,<div class='nowrap pointer' title='Euronext Access Paris' >XMLI</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.01</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >18 Mar 2013<span class=""tooltiptext"">15:00 CET</span></div>","<div class=""text-right"">0.01</div>","<div class=""text-right"">17 Jul 2023</div>"
1030,,<a href='/en/product/equities/FR0004155000-XPAR/groupe-sfpi/sfpi/quotes' data-order='GROUPE SFPI' data-title-hover='GROUPE SFPI'>GROUPE SFPI</a>,FR0004155000,SFPI,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>1.90</span></div>,<div class='text-right pd_percent'><span class=red>-3.55%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">1.90</div>","<div class=""text-right"">17 Jul 2023</div>"
1031,,<a href='/en/product/equities/FR0013429404-ALXP/groupe-tera/algtr/quotes' data-order='GROUPE TERA' data-title-hover='GROUPE TERA'>GROUPE TERA</a>,FR0013429404,ALGTR,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>7.96</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.76%</span></div>,"<div class='text-right pointer tooltipDesign' >09:00 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">7.96</div>","<div class=""text-right"">17 Jul 2023</div>"
1032,,<a href='/en/product/equities/FR0014000RP6-ALXP/groupimo/alimo/quotes' data-order='GROUPIMO' data-title-hover='GROUPIMO'>GROUPIMO</a>,FR0014000RP6,ALIMO,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>1.20</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >14 Jul 2023<span class=""tooltiptext"">16:32 CEST</span></div>","<div class=""text-right"">1.20</div>","<div class=""text-right"">17 Jul 2023</div>"
1033,,<a href='/en/product/equities/IT0005040354-EXGM/growens/grow/quotes' data-order='GROWENS' data-title-hover='GROWENS'>GROWENS</a>,IT0005040354,GROW,<div class='nowrap pointer' title='Euronext Growth Milan' >EXGM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>6.36</span></div>,<div class='text-right pd_percent'><span class=red>-0.93%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">6.36</div>","<div class=""text-right"">17 Jul 2023</div>"
1034,,<a href='/en/product/equities/BE0003861789-VPXB/growners/quotes' data-order='GROWNERS' data-title-hover='GROWNERS'>GROWNERS</a>,BE0003861789,,<div class='nowrap pointer' title='Euronext Expert Market' >VPXB</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>8.00</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >26 Oct 2021<span class=""tooltiptext"">11:30 CEST</span></div>","<div class=""text-right"">8.00</div>","<div class=""text-right"">17 Jul 2023</div>"
1035,,<a href='/en/product/equities/US36254L2097-XPAR/gt-biopharma-inc/gtbp/quotes' data-order='GT BIOPHARMA INC' data-title-hover='GT BIOPHARMA INC'>GT BIOPHARMA INC</a>,US36254L2097,GTBP,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.55</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>129.17%</span></div>,"<div class='text-right pointer tooltipDesign' >24 Dec 2020<span class=""tooltiptext"">11:30 CET</span></div>","<div class=""text-right"">9.35</div>","<div class=""text-right"">17 Jul 2023</div>"
1036,,<a href='/en/product/equities/FR0011726835-XPAR/gtt/gtt/quotes' data-order='GTT' data-title-hover='GAZTRANSPORT & TECHNIGAZ'>GTT</a>,FR0011726835,GTT,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>94.20</span></div>,<div class='text-right pd_percent'><span class=red>-0.58%</span></div>,"<div class='text-right pointer tooltipDesign' >17:36 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">94.20</div>","<div class=""text-right"">17 Jul 2023</div>"
1037,,<a href='/en/product/equities/LU1840650458-XMLI/guandao-puer-inves/mlgdi/quotes' data-order='GUANDAO PUER INVES' data-title-hover='GUANDAO PUER INVES'>GUANDAO PUER INVES</a>,LU1840650458,MLGDI,<div class='nowrap pointer' title='Euronext Access Paris' >XMLI</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.454</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >23 May 2022<span class=""tooltiptext"">11:30 CEST</span></div>","<div class=""text-right"">0.454</div>","<div class=""text-right"">17 Jul 2023</div>"
1038,,<a href='/en/product/equities/FR0000032526-XPAR/guerbet/gbt/quotes' data-order='GUERBET' data-title-hover='GUERBET'>GUERBET</a>,FR0000032526,GBT,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>17.40</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.35%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">17.40</div>","<div class=""text-right"">17 Jul 2023</div>"
1039,,<a href='/en/product/equities/FR0000066722-XPAR/guillemot/gui/quotes' data-order='GUILLEMOT' data-title-hover='GUILLEMOT'>GUILLEMOT</a>,FR0000066722,GUI,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>6.83</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>1.19%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">6.83</div>","<div class=""text-right"">17 Jul 2023</div>"
1040,"<button type='button' class='btn btn-link p-0 ml-auto' role='button' data-toggle='popover' data-placement='bottom' data-trigger='focus' data-html='true' data-content='<img class=""tech_logo_large mb-2"" src=""/sites/default/files/tech_leaders/euronext_tech_leaders_full.svg"" width=""160"" height=""48""><br>
Euronext Initiative dedicated to highlighting the visibility and attractiveness of high-growth and leading Tech companies towards international investors<br>
<a href=""https://www.euronext.com/en/raise-capital/euronext-tech-leaders"" target=""_blank"">More info</a>'><img class='lookup_instrument_logo' src='/sites/default/files/tech_leaders/euronext_tech_leaders_small.svg' alt=''></button>",<a href='/en/product/equities/IT0005411209-MTAA/gvs/gvs/quotes' data-order='GVS' data-title-hover='GVS'>GVS</a>,IT0005411209,GVS,<div class='nowrap pointer' title='Euronext Milan' >MTAA</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>5.15</span></div>,<div class='text-right pd_percent'><span class=red>-2.00%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">5.15</div>","<div class=""text-right"">17 Jul 2023</div>"
1041,,<a href='/en/product/equities/NO0004288200-XOSL/gyldendal/gyl/quotes' data-order='GYLDENDAL' data-title-hover='GYLDENDAL'>GYLDENDAL</a>,NO0004288200,GYL,<div class='nowrap pointer' title='Oslo Børs' >XOSL</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>482.00</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.42%</span></div>,"<div class='text-right pointer tooltipDesign' >12 Jul 2023<span class=""tooltiptext"">16:15 CEST</span></div>","<div class=""text-right"">482.00</div>","<div class=""text-right"">17 Jul 2023</div>"
1042,,<a href='/en/product/equities/IT0004674666-EXGM/h-farm/farm/quotes' data-order='H-FARM' data-title-hover='H-FARM'>H-FARM</a>,IT0004674666,FARM,<div class='nowrap pointer' title='Euronext Growth Milan' >EXGM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.232</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>3.11%</span></div>,"<div class='text-right pointer tooltipDesign' >13:31 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.232</div>","<div class=""text-right"">17 Jul 2023</div>"
1043,,<a href='/en/product/equities/CA4433003064-ALXP/h2o-innovation-inc/alheo/quotes' data-order='H2O INNOVATION INC' data-title-hover='H2O INNOVATION INC'>H2O INNOVATION INC</a>,CA4433003064,ALHEO,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>2.10</span></div>,<div class='text-right pd_percent'><span class=red>-0.47%</span></div>,"<div class='text-right pointer tooltipDesign' >16:30 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">2.10</div>","<div class=""text-right"">17 Jul 2023</div>"
1044,,<a href='/en/product/equities/FR0014007ND6-ALXP/haffner-energy/alhaf/quotes' data-order='HAFFNER ENERGY' data-title-hover='HAFFNER ENERGY'>HAFFNER ENERGY</a>,FR0014007ND6,ALHAF,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>2.00</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">2.00</div>","<div class=""text-right"">17 Jul 2023</div>"
1045,,<a href='/en/product/equities/BMG4233B1090-XOSL/hafnia-limited/hafni/quotes' data-order='HAFNIA LIMITED' data-title-hover='HAFNIA LIMITED'>HAFNIA LIMITED</a>,BMG4233B1090,HAFNI,<div class='nowrap pointer' title='Oslo Børs' >XOSL</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>50.10</span></div>,<div class='text-right pd_percent'><span class=red>-0.89%</span></div>,"<div class='text-right pointer tooltipDesign' >16:28 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">50.10</div>","<div class=""text-right"">17 Jul 2023</div>"
1046,,<a href='/en/product/equities/BMG455841020-XAMS/hal-trust/hal/quotes' data-order='HAL TRUST' data-title-hover='HAL TRUST'>HAL TRUST</a>,BMG455841020,HAL,<div class='nowrap pointer' title='Euronext Amsterdam' >XAMS</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>114.60</span></div>,<div class='text-right pd_percent'><span class=red>-0.35%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">114.60</div>","<div class=""text-right"">17 Jul 2023</div>"
1047,,<a href='/en/product/equities/GB00BMDXQ672-ALXP/hamilton-global-op/alhgo/quotes' data-order='HAMILTON GLOBAL OP' data-title-hover='HAMILTON GLOBAL OPPORTUNITIES PLC'>HAMILTON GLOBAL OP</a>,GB00BMDXQ672,ALHGO,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>46.00</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.44%</span></div>,"<div class='text-right pointer tooltipDesign' >09:00 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">46.00</div>","<div class=""text-right"">17 Jul 2023</div>"
1048,,<a href='/en/product/equities/GB00BK7YQK64-XMSM/hammerson-plc/hmso/quotes' data-order='HAMMERSON PLC' data-title-hover='HAMMERSON PLC'>HAMMERSON PLC</a>,GB00BK7YQK64,HMSO,<div class='nowrap pointer' title='Euronext Dublin' >XMSM</div>,<div class='text-right pd_currency_es'>GBP <span class='pd_last_price_es'>0.22</span></div>,<div class='text-right pd_percent'><span class=red>-8.33%</span></div>,"<div class='text-right pointer tooltipDesign' >29 Mar 2023<span class=""tooltiptext"">09:16 IST</span></div>","<div class=""text-right"">0.22</div>","<div class=""text-right"">17 Jul 2023</div>"
1049,,<a href='/en/product/equities/NO0010921299-MERK/harmonychain/hmony/quotes' data-order='HARMONYCHAIN' data-title-hover='HARMONYCHAIN AS'>HARMONYCHAIN</a>,NO0010921299,HMONY,<div class='nowrap pointer' title='Euronext Growth Oslo' >MERK</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>0.896</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.67%</span></div>,"<div class='text-right pointer tooltipDesign' >16:17 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.896</div>","<div class=""text-right"">17 Jul 2023</div>"
